Date,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence,Points (Total),id,Date_earliest,song_count,Points (Total)_grouped,date_difference,total_points,average_point,artist_count
2021-11-16,0.445,0.131,-13778.0,0.056,0.663,0.0,0.101,31,5jAIouBES8LWMiriuNq170,2021-11-13,4,269,562 days,632092.5,90298.92857142857,1
2021-11-15,0.836,0.622,-11003.0,0.095,0.003,0.001,0.892,12,4zm8xZiV5FxJu62EHEvZaT,2021-11-12,4,225,563 days,287276.00000003004,41039.42857143286,3
2021-11-15,0.587,0.561,-6569.0,0.146,0.047,0.0,0.351,43,6Hfu9sc7jvv6coyy2LlzBF,2021-10-04,39,3987,602 days,134171.0,19167.28571428572,1
2021-11-15,0.855,0.492,-7578.0,0.048,0.078,0.0,0.385,14,08F16baYbciTva9P4BvpiI,2021-11-05,11,1317,570 days,508986.33333335,72712.33333333571,1
2021-11-15,0.608,0.792,-5721.0,0.036,0.001,0.653,0.611,2,0RYHqnmtNRfbYxP6Dn8Vse,2021-11-11,4,91,564 days,762.0,108.85714285714286,1
2021-11-15,0.623,0.279,-10802.0,0.031,0.661,0.0,0.38,46,7nWui6jiMM2m9qFmET1Mtj,2021-11-13,3,187,562 days,632092.5,90298.92857142857,1
2021-11-14,0.906,0.731,-7021.0,0.098,0.426,0.0,0.794,9,5reQI13tWWYDLMrGcUF4Mk,2021-10-24,22,1776,582 days,1772.0,253.1428571428571,2
2021-11-14,0.489,0.918,-4502.0,0.055,0.0,0.0,0.691,25,2Lz99y9ZH6btuLt9nPMuX6,2021-11-13,2,55,562 days,53550.0,7650.0,1
2021-11-13,0.405,0.837,-4188.0,0.294,0.347,0.0,0.655,33,1mrGEef8GuaEnDdw8J5BQp,2021-11-04,10,1031,571 days,322466.833333316,46066.690476188,2
2021-11-13,0.628,0.318,-8887.0,0.051,0.807,0.101,0.492,1,48Ll1C6qAnP2UjnopQDh4a,2021-09-10,50,2859,626 days,2853.0,407.57142857142856,3
2021-11-13,0.771,0.885,-3.66,0.051,0.222,0.0,0.826,11,6b2HYgqcK9mvktt4GxAu72,2021-08-20,85,6666,647 days,161709.428571432,23101.346938776,3
2021-11-13,0.696,0.553,-8702.0,0.076,0.097,0.0,0.674,58,5joiME4fAdb6FqrsXOs3u9,2021-11-12,2,170,563 days,287276.00000003004,41039.42857143286,3
2021-11-12,0.642,0.695,-5.62,0.028,0.0,0.0,0.642,188,2T9WeqSMJJb8YBDHPYGU4p,2021-11-12,1,188,563 days,632092.5,90298.92857142857,1
2021-11-12,0.602,0.609,-7803.0,0.024,0.038,0.0,0.337,19,1q3RiD1tIWUpGsNFADMlvl,2021-11-10,3,135,565 days,632092.5,90298.92857142857,1
2021-11-12,0.44,0.528,-7809.0,0.032,0.017,0.002,0.132,194,1IBhYEvvi02tDVByxIiTh4,2021-11-12,1,194,563 days,632092.5,90298.92857142857,1
2021-11-12,0.473,0.579,-5824.0,0.038,0.214,0.0,0.255,173,1gWRnZ52AK1ZUvpjjTteKf,2021-11-12,1,173,563 days,632092.5,90298.92857142857,1
2021-11-12,0.491,0.792,-4382.0,0.07,0.004,0.0,0.74,53,6dfwRetlyLPBoQzdufbOWj,2021-11-11,2,85,564 days,1600.0,228.57142857142856,1
2021-11-12,0.498,0.61,-5098.0,0.036,0.271,0.0,0.474,177,5uQQcvcXoCwKPK5sYvarzO,2021-11-12,1,177,563 days,632092.5,90298.92857142857,1
2021-11-12,0.611,0.552,-5828.0,0.031,0.256,0.0,0.41,145,0EepXu0NfnnUX8efEZR167,2021-11-12,1,145,563 days,632092.5,90298.92857142857,1
2021-11-12,0.622,0.809,-5623.0,0.064,0.029,0.002,0.511,168,661CJWXysgwKXI1dreYNBU,2021-11-12,1,168,563 days,632092.5,90298.92857142857,1
2021-11-12,0.584,0.557,-6371.0,0.034,0.013,0.0,0.767,192,6tNSmBKSjFV1366ASuULfZ,2021-11-12,1,192,563 days,632092.5,90298.92857142857,1
2021-11-12,0.707,0.618,-5825.0,0.19,0.17,0.0,0.517,32,08SB2OtZkaliju77WYEKxk,2021-11-05,8,903,570 days,5325.0,760.7142857142857,1
2021-11-12,0.623,0.279,-10802.0,0.031,0.661,0.0,0.38,131,0WE0h1qUWJBt97DtvuMWRN,2021-11-12,1,131,563 days,632092.5,90298.92857142857,1
2021-11-12,0.601,0.406,-11827.0,0.028,0.622,0.0,0.232,158,21SralRv4ucDT3i1rYrr85,2021-11-12,1,158,563 days,632092.5,90298.92857142857,1
2021-11-12,0.786,0.858,-3.74,0.068,0.049,0.0,0.649,20,0BJMgVrnWIvgYsjq8KaPeh,2021-11-12,1,20,563 days,29715.0,4245.0,1
2021-11-12,0.628,0.685,-5864.0,0.036,0.003,0.0,0.605,154,2bspOurPlpKv27SVt7UbHy,2021-11-12,1,154,563 days,632092.5,90298.92857142857,1
2021-11-12,0.445,0.131,-13778.0,0.056,0.663,0.0,0.101,128,3CiOGu8nBPGfrJr4whAOZX,2021-11-12,1,128,563 days,632092.5,90298.92857142857,1
2021-11-12,0.594,0.713,-5314.0,0.05,0.0,0.0,0.328,189,5lFDIbYMcFHPPgzMcnPqSz,2021-11-12,1,189,563 days,632092.5,90298.92857142857,1
2021-11-12,0.693,0.681,-7039.0,0.025,0.085,0.0,0.663,175,1ftFtW8S1621tu0MIQy0Sg,2021-11-12,1,175,563 days,632092.5,90298.92857142857,1
2021-11-12,0.808,0.903,-2179.0,0.073,0.09,0.0,0.922,109,6pgqZ7Iw4LfHlfgWWaRFSY,2021-10-02,42,5684,604 days,29715.0,4245.0,1
2021-11-12,0.645,0.593,-6506.0,0.029,0.034,0.0,0.299,183,0YrMTMLpLq1UIkWgghNM6c,2021-11-12,1,183,563 days,632092.5,90298.92857142857,1
2021-11-12,0.567,0.686,-6139.0,0.175,0.032,0.0,0.716,186,31CdkzHnMbvJuKZvtCQfR6,2021-11-12,1,186,563 days,632092.5,90298.92857142857,1
2021-11-11,0.571,0.767,-5.16,0.287,0.336,0.0,0.605,30,1dIWPXMX4kRHj6Dt2DStUQ,2021-07-26,109,9036,672 days,102155.0,14593.571428571428,2
2021-11-11,0.72,0.791,-4689.0,0.124,0.038,0.0,0.756,39,6FE2iI43OZnszFLuLtvvmg,2021-10-03,40,2293,603 days,2293.0,327.57142857142856,1
2021-11-11,0.405,0.565,-9266.0,0.037,0.38,0.02,0.166,15,6G2xXQRSZlEzYsUEb3uvuR,2021-10-07,35,2362,599 days,2362.0,337.42857142857144,1
2021-11-11,0.647,0.514,-10.05,0.059,0.066,0.0,0.387,29,7lQWRAjyhTpCWFC0jmclT4,2021-08-30,74,3195,637 days,20080.0,2868.5714285714284,2
2021-11-11,0.586,0.616,-7964.0,0.032,0.182,0.0,0.719,149,7MAibcTli4IisCtbHKrGMh,2021-03-05,252,42939,815 days,287276.00000003004,41039.42857143286,3
2021-11-11,0.656,0.627,-6627.0,0.038,0.343,0.0,0.481,14,0mJBiaODgK0XjOLCN5fItq,2021-08-20,82,8482,647 days,274009.0,39144.142857142855,1
2021-11-11,0.502,0.912,-4556.0,0.056,0.0,0.0,0.72,74,1f3yAtsJtY87CTmM8RLnxf,2020-12-30,297,12822,880 days,53550.0,7650.0,1
2021-11-11,0.627,0.618,-8529.0,0.044,0.056,0.0,0.848,191,4iN16F8JtVxG2UTzp3avGl,2021-11-05,7,1250,570 days,287276.00000003004,41039.42857143286,3
2021-11-10,0.792,0.511,-6876.0,0.041,0.124,0.0,0.111,3,30QR0ndUdiiMQMA9g1PGCm,2021-09-15,50,3405,621 days,3405.0,486.4285714285714,1
2021-11-10,0.608,0.792,-5721.0,0.036,0.001,0.653,0.611,35,64EA2RKyciBwCuVczLH6Ct,2021-10-17,25,671,589 days,762.0,108.85714285714286,1
2021-11-10,0.834,0.73,-3714.0,0.222,0.005,0.0,0.446,4,2xLMifQCjDGFmkHkpNLD9h,2018-08-03,1037,116745,1760 days,508986.33333335,72712.33333333571,1
2021-11-10,0.437,0.184,-17667.0,0.031,0.72,0.003,0.247,17,1DNA2z7Txysjk3cNz2nDLm,2021-11-08,3,84,567 days,426.0,60.85714285714285,1
2021-11-09,0.822,0.708,-4651.0,0.083,0.169,0.0,0.456,9,4yoc5cUWk4OFvqOcvFvw0o,2021-10-29,7,242,577 days,245902.833333316,35128.97619047372,1
2021-11-08,0.731,0.626,-6919.0,0.081,0.125,0.0,0.862,14,1sx0XsWUusUoPstbvokZjP,2021-08-09,88,5549,658 days,5549.0,792.7142857142857,1
2021-11-08,0.536,0.296,-7451.0,0.035,0.892,0.0,0.151,12,6TBJkXHPhu3EsMk1bshwuI,2021-09-28,13,158,608 days,158.0,22.571428571428573,1
2021-11-07,0.437,0.184,-17667.0,0.031,0.72,0.003,0.247,23,18ddJHQ7CUzNBiy55L0Xjj,2021-10-11,27,2389,595 days,2047.0,292.42857142857144,1
2021-11-06,0.816,0.71,-3728.0,0.04,0.165,0.0,0.784,21,27RSJHEA99Y0Vsow7nA37A,2021-07-10,112,12778,688 days,212206.428571427,30315.20408163243,2
2021-11-06,0.638,0.375,-11508.0,0.345,0.756,0.0,0.328,6,5cwnxz6QPfbOf731UPqphs,2021-11-05,2,145,570 days,5325.0,760.7142857142857,1
2021-11-06,0.727,0.575,-8247.0,0.029,0.105,0.0,0.55,30,3ARUWZ4hryYXhp6X7KHcaD,2021-11-05,2,133,570 days,2541.0,363.0,1
2021-11-06,0.726,0.728,-5775.0,0.041,0.239,0.0,0.566,27,1De7cOMrdUnVpjWBaowMg4,2021-11-05,2,141,570 days,5325.0,760.7142857142857,1
2021-11-06,0.704,0.739,-3286.0,0.112,0.328,0.0,0.425,32,0giiXonRhODYy4J1iy4Lb3,2021-06-25,52,1408,703 days,291694.333333323,41670.619047617576,1
2021-11-06,0.659,0.689,-4984.0,0.032,0.539,0.0,0.701,56,4AAIAVjSyiq1N7SXKkwXZe,2021-03-13,3,86,807 days,29248.0,4178.285714285715,1
2021-11-06,0.739,0.74,-5.86,0.333,0.005,0.0,0.488,13,4yNoUQkYf1QF8iYlEzNynH,2021-10-10,20,524,596 days,638.0,91.14285714285714,1
2021-11-05,0.506,0.601,-8647.0,0.098,0.638,0.0,0.648,54,2vdposMtmLoanI0pflut4F,2021-11-05,1,54,570 days,5325.0,760.7142857142857,1
2021-11-05,0.438,0.54,-9456.0,0.052,0.223,0.0,0.389,42,1luvsaicSpNDRLgOtRZxWO,2021-11-05,1,42,570 days,5325.0,760.7142857142857,1
2021-11-05,0.587,0.267,-9206.0,0.035,0.84,0.0,0.352,1,5QYnNhTKsN3kE7OaqILA1U,2021-10-29,8,884,577 days,1208748.0,172678.2857142857,1
2021-11-05,0.588,0.358,-11302.0,0.034,0.837,0.0,0.366,3,2JNzo5lIfJNFXV1ttcLD7r,2021-11-05,1,3,570 days,2541.0,363.0,1
2021-11-05,0.445,0.337,-8485.0,0.028,0.412,0.0,0.381,83,3D9TYPbNo1nnTwE4eLKxnJ,2021-11-05,1,83,570 days,2541.0,363.0,1
2021-11-05,0.39,0.607,-8056.0,0.303,0.632,0.0,0.347,37,3pcxxaUxAMSfz2zgetHydD,2021-11-05,1,37,570 days,5325.0,760.7142857142857,1
2021-11-05,0.826,0.616,-5479.0,0.328,0.241,0.0,0.612,19,1z7LV5wkExwW8YJk0IrPUA,2021-11-05,1,19,570 days,30578.4,4368.342857142858,1
2021-11-05,0.584,0.795,-5705.0,0.029,0.259,0.0,0.83,25,3ZqqHOM10rD7y3G6bxDXTv,2021-11-05,1,25,570 days,2541.0,363.0,1
2021-11-05,0.67,0.591,-8385.0,0.027,0.728,0.0,0.407,7,1OC16r1BdQO6hK2iqmvwXF,2021-11-05,1,7,570 days,2541.0,363.0,1
2021-11-05,0.647,0.165,-16328.0,0.032,0.894,0.002,0.59,43,1vLPyotXnRlM2EJIHK16LW,2021-11-05,1,43,570 days,2541.0,363.0,1
2021-11-05,0.676,0.417,-7551.0,0.113,0.048,0.0,0.487,100,5xGqh5mjKgOhp9TOlFeCcJ,2021-11-05,1,100,570 days,5325.0,760.7142857142857,1
2021-11-05,0.573,0.289,-9532.0,0.095,0.199,0.0,0.039,17,5Mv7yjian35AddlklJgg1v,2021-11-05,1,17,570 days,5325.0,760.7142857142857,1
2021-11-05,0.645,0.658,-8517.0,0.065,0.266,0.0,0.53,110,21DN44aYlSoyfOQcboC0IP,2021-11-05,1,110,570 days,5325.0,760.7142857142857,1
2021-11-05,0.742,0.52,-7015.0,0.077,0.254,0.0,0.135,55,4blMQHONplzay3YkNIUlcn,2021-11-05,1,55,570 days,5325.0,760.7142857142857,1
2021-11-05,0.805,0.51,-6179.0,0.057,0.036,0.0,0.36,52,081Shn2hU3YxvQmGaCPegr,2021-11-05,1,52,570 days,5325.0,760.7142857142857,1
2021-11-05,0.471,0.396,-6654.0,0.034,0.77,0.0,0.263,24,0rt63HYAAIzUZo5O2D0uA6,2021-10-29,8,813,577 days,1208748.0,172678.2857142857,1
2021-11-05,0.477,0.687,-6469.0,0.03,0.385,0.004,0.724,131,46OKHucGhjhskazqD8tKnH,2021-11-05,1,131,570 days,2541.0,363.0,1
2021-11-05,0.501,0.264,-9409.0,0.041,0.71,0.0,0.495,90,7gpIj4wMeTKptFxetrNKzY,2021-11-05,1,90,570 days,5325.0,760.7142857142857,1
2021-11-04,0.592,0.342,-8.93,0.034,0.193,0.002,0.155,49,4cGqn0E8JCSY9gQllQj4Mf,2021-10-15,21,2482,591 days,394531.0,56361.57142857143,2
2021-11-04,0.746,0.825,-4457.0,0.044,0.192,0.0,0.904,25,4PYfFHKfjYz6dwAtZhBy1z,2021-09-10,29,986,626 days,38382.0,5483.142857142857,1
2021-11-04,0.818,0.648,-3847.0,0.131,0.017,0.0,0.713,2,6GsD646HrIDJJpzoY9T1Rt,2021-10-15,17,554,591 days,161814.928571432,23116.41836734743,3
2021-11-03,0.688,0.533,-8363.0,0.087,0.036,0.0,0.567,7,563SfWAHJs4FBZMkRN0IFN,2021-10-14,16,1190,592 days,180642.0,25806.0,1
2021-11-03,0.539,0.715,-6639.0,0.06,0.027,0.0,0.489,8,46nvQpUDsxpS08UTFOeKTA,2021-10-29,4,151,577 days,104868.25,14981.178571428572,2
2021-11-03,0.631,0.825,-3971.0,0.043,0.017,0.0,0.427,35,2JiHR4gCDjXwYVRDmwdk95,2021-10-29,6,618,577 days,1208748.0,172678.2857142857,1
2021-11-02,0.672,0.73,-4.77,0.037,0.113,0.0,0.559,27,5sv0WnUs74Orn6GoPmC5im,2021-10-29,5,385,577 days,1208748.0,172678.2857142857,1
2021-11-02,0.578,0.558,-5438.0,0.087,0.236,0.0,0.54,10,0YbI9lWxUBsCJLb6EBydkr,2021-10-29,5,350,577 days,1208748.0,172678.2857142857,1
2021-11-02,0.811,0.807,-2681.0,0.1,0.381,0.0,0.766,70,3agFBAMPiIvzfTh7a9Udm6,2021-09-11,26,1790,625 days,13370.0,1910.0,1
2021-11-02,0.686,0.765,-4778.0,0.118,0.012,0.0,0.743,3,0VuDtcT7H4CAljLZEH021x,2021-10-29,5,287,577 days,1208748.0,172678.2857142857,1
2021-11-02,0.567,0.211,-9975.0,0.032,0.952,0.0,0.289,22,3NuLxTXowTRcguTh9RsPmM,2021-10-29,5,421,577 days,1208748.0,172678.2857142857,1
2021-11-01,0.485,0.54,-5.4,0.025,0.668,0.0,0.426,24,1i4F583d9v9RabcfOlKKVL,2021-10-29,4,230,577 days,1208748.0,172678.2857142857,1
2021-11-01,0.651,0.705,-6187.0,0.053,0.362,0.0,0.514,26,1GWxwShcDEdSvlr0jcpYI1,2021-10-29,4,208,577 days,1369.0,195.57142857142856,1
2021-11-01,0.744,0.862,-3446.0,0.062,0.072,0.0,0.688,2,03NqHNdG3Ur6kciQWK6e8V,2021-10-29,6,274,577 days,542379.000000013,77482.71428571614,3
2021-11-01,0.82,0.357,-13585.0,0.044,0.037,0.005,0.765,22,7jwQlYGpOml9ETGre1HqGA,2021-10-24,5,171,582 days,684.0,97.71428571428572,1
2021-10-31,0.754,0.841,-3.19,0.135,0.113,0.0,0.541,3,2mL37yB3f3Lfy4iiXV02Qf,2021-10-01,15,463,605 days,185797.0,26542.428571428576,3
2021-10-31,0.611,0.578,-14171.0,0.068,0.06,0.022,0.884,102,4N0TP4Rmj6QQezWV88ARNJ,2021-10-31,1,102,575 days,2892.0,413.1428571428572,1
2021-10-31,0.387,0.665,-11323.0,0.225,0.145,0.002,0.541,13,4WFeJTXNHIS2wURtwlAkhu,2021-10-31,1,13,575 days,12.0,1.7142857142857142,3
2021-10-30,0.826,0.74,-4.45,0.037,0.142,0.0,0.733,26,5xiAfKzE3mbxYbOkUZPR11,2021-10-08,23,2149,598 days,4103.0,586.1428571428571,2
2021-10-30,0.822,0.3,-8034.0,0.067,0.882,0.0,0.734,16,2Ldb2ytuC9AxhpAkVEJBI6,2021-10-29,2,108,577 days,1208748.0,172678.2857142857,1
2021-10-29,0.91,0.598,-7038.0,0.149,0.001,0.0,0.646,48,2NkKIjlfLa9o9Yfsq2tl99,2021-10-29,1,48,577 days,1918.0,274.0,2
2021-10-29,0.501,0.684,-6706.0,0.057,0.005,0.0,0.442,78,3BiiSLo0wyHAY7lpCEO6ge,2021-10-29,1,78,577 days,1208748.0,172678.2857142857,1
2021-10-29,0.75,0.543,-10672.0,0.179,0.355,0.0,0.652,102,5MAnH0CFbD13INQBsnKI9y,2021-10-29,1,102,577 days,233646.66666666,33378.09523809428,1
2021-10-29,0.687,0.717,-6.61,0.076,0.074,0.0,0.685,63,0HLhptvI8NozbOHRLNniFz,2021-10-29,1,63,577 days,143009.83333336,20429.97619048,1
2021-10-29,0.664,0.692,-4128.0,0.127,0.237,0.0,0.233,26,5W8HXMOMLtXLz0RGKUtnlZ,2021-09-30,60,6832,606 days,6832.0,976.0,1
2021-10-29,0.787,0.624,-4156.0,0.137,0.103,0.0,0.767,50,0XYZhJIcwKNjd0tjbSXwaQ,2021-10-29,1,50,577 days,301976.333333323,43139.47619047472,2
2021-10-29,0.533,0.501,-9299.0,0.044,0.143,0.001,0.3,44,0qkA0NU7cDKWkFXNGRcNaB,2021-10-29,1,44,577 days,44776.0,6396.571428571428,1
2021-10-29,0.606,0.819,-4804.0,0.049,0.003,0.0,0.744,70,3Z39gbqdaGL3WJXBG0gcuE,2021-10-29,1,70,577 days,87389.0,12484.142857142857,1
2021-10-28,0.808,0.897,-3712.0,0.035,0.047,0.0,0.591,193,6PQ88X9TkUIAUIZJHW2upE,2021-06-25,126,24709,703 days,1208748.0,172678.2857142857,1
2021-10-28,0.91,0.585,-7572.0,0.257,0.054,0.0,0.599,19,4KDNRh9Oor80z3XIxdWlui,2021-10-15,14,1314,591 days,99193.666666673,14170.523809524717,1
2021-10-28,0.903,0.535,-6434.0,0.074,0.297,0.0,0.508,12,5SixeLvPsYpk7qq9lo5xYg,2021-09-10,49,3784,626 days,3828.0,546.8571428571429,1
2021-10-28,0.759,0.886,-3067.0,0.187,0.01,0.0,0.489,4,59c0HrzmHfyQs6LgDw5cHe,2021-09-25,32,2261,611 days,8982.0,1283.142857142857,1
2021-10-28,0.766,0.74,-10363.0,0.081,0.019,0.078,0.183,16,0Fs9cdPDhptWEDJmiCbkEW,2021-09-08,45,1686,628 days,164999.5,23571.35714285714,1
2021-10-28,0.788,0.859,-2724.0,0.086,0.281,0.0,0.822,194,75MNhvTCCKsST3YqqUiU9r,2021-09-15,44,8501,621 days,1208748.0,172678.2857142857,1
2021-10-28,0.594,0.612,-6627.0,0.363,0.835,0.0,0.687,137,2kaNmAbqrtOf7Rdr3fnCWl,2021-10-17,12,1177,589 days,31514.0,4502.0,1
2021-10-28,0.749,0.794,-5063.0,0.064,0.019,0.0,0.46,20,2SL6oP2YAEQbqsrkOzRGO4,2018-08-31,110,9430,1732 days,371151.0,53021.57142857143,1
2021-10-27,0.456,0.437,-11156.0,0.087,0.839,0.0,0.209,10,47isJpIIO8m7BJEhiFhnaf,2021-10-25,3,40,581 days,9992.0,1427.428571428571,1
2021-10-27,0.767,0.313,-12059.0,0.08,0.838,0.0,0.765,2,7zjEyeBsaw9gV0jofJLfOM,2021-10-15,8,209,591 days,99193.666666673,14170.523809524717,1
2021-10-27,0.545,0.82,-4489.0,0.275,0.095,0.0,0.357,5,25GyyK9CyZRiDCsPY51fIT,2021-10-22,6,287,584 days,32588.0,4655.428571428572,1
2021-10-27,0.463,0.857,-3063.0,0.063,0.051,0.0,0.856,1,7j31rVgGX9Q2blT92VBEA0,2021-10-04,12,145,602 days,404.0,57.71428571428572,1
2021-10-26,0.591,0.28,-5494.0,0.028,0.889,0.0,0.348,28,6DEMMeWXfmFAXgDUMMzeg6,2021-10-15,11,712,591 days,180642.0,25806.0,1
2021-10-26,0.616,0.47,-6092.0,0.025,0.291,0.0,0.325,13,0Z5ok0QLLttAKsujOZYOXf,2021-10-15,11,759,591 days,180642.0,25806.0,1
2021-10-26,0.602,0.59,-6346.0,0.028,0.318,0.0,0.381,6,7iqQz931tn59mK6IZ3knRx,2021-10-25,2,39,581 days,49723.0,7103.285714285715,1
2021-10-25,0.578,0.43,-6134.0,0.031,0.33,0.0,0.288,2,1Yk0cQdMLx5RzzFTYwmuld,2021-10-15,9,492,591 days,180642.0,25806.0,1
2021-10-25,0.684,0.514,-8584.0,0.033,0.002,0.0,0.202,17,6RBfz4bNLNzvt37HycN1Xf,2021-10-22,3,152,584 days,424924.5,60703.5,1
2021-10-24,0.654,0.434,-11163.0,0.067,0.837,0.0,0.223,13,2CVChktEKBsM6v4IfdFU5k,2021-07-05,110,9952,693 days,9992.0,1427.428571428571,1
2021-10-23,0.774,0.732,-4227.0,0.031,0.108,0.0,0.734,19,5SwyN9hzmWjBsINlif8li8,2021-06-19,57,3941,709 days,13370.0,1910.0,1
2021-10-23,0.767,0.678,-3284.0,0.069,0.001,0.0,0.791,26,78SCmQ8A7KQSMdkem2SwBP,2021-10-08,16,1835,598 days,123753.0,17679.0,1
2021-10-22,0.624,0.86,-3012.0,0.124,0.07,0.0,0.816,8,0fQfJFfngYfG26560HLMLN,2021-10-22,1,8,584 days,150731.5,21533.07142857143,2
2021-10-22,0.641,0.346,-9508.0,0.036,0.913,0.0,0.187,80,1RPsOAaHaRu8JlVdeaciuL,2021-10-22,1,80,584 days,49723.0,7103.285714285715,1
2021-10-22,0.621,0.816,-5242.0,0.104,0.097,0.0,0.694,7,6LnEoRQKMcaFTR5UvaKuBy,2021-10-22,1,7,584 days,1923.0,274.7142857142857,1
2021-10-21,0.796,0.798,-6312.0,0.032,0.034,0.0,0.942,192,6zSpb8dQRaw0M1dK8PBwQz,2021-08-13,70,11590,654 days,753520.99999996,107645.85714285144,3
2021-10-21,0.727,0.879,-1167.0,0.129,0.124,0.0,0.671,40,3dbLT62Cvs46Ju7a8gpr36,2021-10-05,17,1202,601 days,1346.0,192.28571428571428,1
2021-10-21,0.776,0.808,-4501.0,0.117,0.03,0.0,0.494,1,0z8hI3OPS8ADPWtoCjjLl6,2021-08-20,60,6476,647 days,331503.5,47357.642857142855,1
2021-10-20,0.578,0.669,-4898.0,0.038,0.65,0.0,0.503,138,1175r6ZmkUjX8dRJLz9Ohk,2021-10-11,10,885,595 days,57429.0,8204.142857142857,1
2021-10-19,0.684,0.506,-6743.0,0.034,0.159,0.0,0.352,9,71qB68guEJjbvtjlkZ8DF5,2021-10-15,4,180,591 days,143454.5,20493.5,1
2021-10-18,0.8,0.541,-5.05,0.038,0.025,0.0,0.194,19,25r6MZ4Gtd76l43qnZI1DG,2021-10-08,10,744,598 days,49398.91666664,7056.9880952342855,1
2021-10-18,0.507,0.832,-5931.0,0.043,0.006,0.0,0.485,15,65OR4ywy8Cgs3FDHK82Idl,2021-10-15,3,170,591 days,190048.0,27149.714285714286,1
2021-10-17,0.72,0.63,-5549.0,0.041,0.615,0.0,0.512,18,2rOnSn2piaqLAlYjtfUBlY,2021-08-16,57,4681,651 days,4740.0,677.1428571428572,3
2021-10-16,0.649,0.76,-6487.0,0.057,0.114,0.0,0.843,7,0lnpnsrVaW9elGgRxpDCgE,2021-09-10,13,237,626 days,1191.0,170.14285714285714,1
2021-10-16,0.813,0.81,-5382.0,0.081,0.112,0.0,0.632,21,2K1CQMoG2Dy5nmeOYnhoi8,2021-09-10,35,2467,626 days,1013755.33333334,144822.19047619143,6
2021-10-16,0.641,0.681,-6418.0,0.354,0.123,0.0,0.836,70,3vXnuFnC5RhPGwsFi0ORcI,2021-10-15,2,205,591 days,1428.0,204.0,1
2021-10-15,0.558,0.211,-14575.0,0.045,0.799,0.0,0.159,37,6wuGK7wlZFjX2NYmParJwl,2021-10-15,1,37,591 days,99193.666666673,14170.523809524717,1
2021-10-15,0.904,0.564,-4779.0,0.121,0.037,0.0,0.843,106,3V7jLMYvvg4BHi4tmDveNc,2021-10-15,1,106,591 days,67571.5,9653.07142857143,1
2021-10-15,0.489,0.867,-4668.0,0.466,0.021,0.0,0.55,86,40dlJFdqfm8CayhmmS9UB7,2021-10-15,1,86,591 days,20440.0,2920.0,1
2021-10-15,0.849,0.479,-7208.0,0.239,0.027,0.0,0.395,95,1XRzIGsdYaLi0jHeGlcHGP,2021-10-15,1,95,591 days,99193.666666673,14170.523809524717,1
2021-10-15,0.612,0.749,-5014.0,0.045,0.615,0.0,0.574,31,4roNDqb3Mm6EUAPCtW0Sct,2021-10-15,1,31,591 days,180642.0,25806.0,1
2021-10-15,0.346,0.552,-6864.0,0.028,0.417,0.0,0.079,5,6VObnIkLVruX4UVyxWhlqm,2021-10-15,1,5,591 days,180642.0,25806.0,1
2021-10-15,0.812,0.66,-6093.0,0.171,0.309,0.003,0.482,9,1S4Ehm8b7O4n9lIy3uAMS1,2021-10-15,1,9,591 days,1022.0,146.0,1
2021-10-15,0.707,0.442,-10395.0,0.339,0.07,0.0,0.344,100,0uqsdBw9KvD8jSWmfMmMAp,2021-10-15,1,100,591 days,99193.666666673,14170.523809524717,1
2021-10-15,0.59,0.833,-6503.0,0.062,0.014,0.0,0.538,12,2DRMuw0U0QbkVQxWxdJV3M,2021-10-15,1,12,591 days,180642.0,25806.0,1
2021-10-14,0.713,0.676,-5483.0,0.027,0.038,0.0,0.721,10,5zFglKYiknIxks8geR8rcL,2021-06-11,124,13256,717 days,311603.0,44514.71428571428,1
2021-10-14,0.595,0.784,-4878.0,0.102,0.216,0.0,0.479,1,5K6Ssv4Z3zRvxt0P6EKUAP,2021-05-21,140,15804,738 days,25082.0,3583.1428571428573,1
2021-10-14,0.319,0.236,-9644.0,0.032,0.898,0.0,0.254,11,7CC6UbCs4iGsePSzFxYxNn,2021-10-04,10,344,602 days,134171.0,19167.28571428572,1
2021-10-14,0.588,0.701,-6.39,0.04,0.008,0.0,0.443,193,3FeVmId7tL5YN8B7R3imoM,2021-09-24,21,4092,612 days,569677.499999977,81382.49999999671,2
2021-10-14,0.815,0.816,-4393.0,0.051,0.05,0.001,0.774,37,24OeEKPQ8qqNZnPevRHxUT,2021-10-08,7,384,598 days,541378.666666677,77339.809523811,1
2021-10-14,0.682,0.72,-8176.0,0.038,0.321,0.0,0.649,5,6KL88T4Ma4ABXqzgUoEwkd,2021-08-27,47,2905,640 days,176411.0,25201.571428571428,1
2021-10-13,0.841,0.593,-7846.0,0.038,0.418,0.0,0.808,3,5uEYRdEIh9Bo4fpjDd4Na9,2021-01-15,271,33660,864 days,543271.33333335,77610.19047619286,2
2021-10-13,0.568,0.809,-3869.0,0.052,0.0,0.0,0.709,52,1zoyteFQmeUUqyOl2Xznpy,2021-10-12,2,74,594 days,2913.0,416.1428571428572,1
2021-10-11,0.793,0.745,-4579.0,0.057,0.182,0.0,0.716,5,2KcNrONbZ0hvBPjvrDO2tx,2021-07-30,74,4983,668 days,125224.833333333,17889.261904761857,1
