Date,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence,Points (Total),id,Date_earliest,song_count,Points (Total)_grouped,date_difference,total_points,average_point,artist_count
2020-05-08,0.665,0.749,-6526.0,0.083,0.038,0.0,0.701,70,1YqXXJDSlDHrp66g9as4uo,2020-05-08,1,70,1116 days,11268.0,1609.7142857142858,1
2020-05-08,0.781,0.755,-6607.0,0.213,0.235,0.0,0.52,103,1mfmCQWZhV30L4Aj8ytMLz,2020-05-08,1,103,1116 days,1972.0,281.7142857142857,2
2020-05-08,0.718,0.706,-5709.0,0.06,0.013,0.0,0.815,13,5fHrHoJKfCgBd35zwIBmUK,2020-05-01,8,974,1123 days,1166872.333333387,166696.0476190553,3
2020-05-08,0.814,0.459,-10859.0,0.282,0.351,0.017,0.211,17,6lU4BQWZomCWRfKSowfezE,2020-04-24,15,864,1130 days,3456.0,493.7142857142857,1
2020-05-08,0.43,0.703,-3684.0,0.229,0.521,0.0,0.435,21,6TrdeNEgbKuBqIToRfdWMY,2020-05-08,1,21,1116 days,11268.0,1609.7142857142858,1
2020-05-08,0.717,0.597,-4465.0,0.084,0.383,0.0,0.44,49,24QjawKdGJmsAIVe3EhzGH,2020-05-08,1,49,1116 days,11268.0,1609.7142857142858,1
2020-05-08,0.765,0.696,-5181.0,0.067,0.102,0.0,0.916,53,3p6aRY0ePa28UM85z9X8iS,2020-05-08,1,53,1116 days,19168.0,2738.285714285714,1
2020-05-08,0.679,0.481,-9045.0,0.059,0.208,0.0,0.486,27,2tSDwInMbSGmUySTeUgO5e,2020-05-08,1,27,1116 days,149208.0,21315.42857142857,1
2020-05-08,0.853,0.881,-4949.0,0.178,0.081,0.0,0.922,84,2AEtYwT9qg2eY6G9m8wOxW,2020-05-08,1,84,1116 days,19168.0,2738.285714285714,1
2020-05-08,0.857,0.654,-6303.0,0.326,0.002,0.0,0.446,88,29eSqQBrdva2tPLYMneFzP,2020-05-08,1,88,1116 days,19168.0,2738.285714285714,1
2020-05-08,0.747,0.863,-6885.0,0.072,0.033,0.009,0.627,19,49i5Qn3zXsMBPsSOmYAFut,2020-05-08,1,19,1116 days,15026.0,2146.5714285714284,1
2020-05-08,0.852,0.751,-3738.0,0.28,0.252,0.0,0.7,47,7MhzmWFJYSEsL8wK7hufaC,2020-05-08,1,47,1116 days,60.0,8.571428571428571,1
2020-05-08,0.838,0.609,-5161.0,0.05,0.231,0.0,0.6,33,67LB1vZuG114LqRN8h8bQ2,2020-05-08,1,33,1116 days,19168.0,2738.285714285714,1
2020-05-08,0.874,0.656,-6478.0,0.091,0.585,0.0,0.561,75,6LUE5WlMgrpLouGxzJAUVv,2020-05-08,1,75,1116 days,19168.0,2738.285714285714,1
2020-05-08,0.843,0.529,-7476.0,0.052,0.317,0.0,0.289,80,2oPQVgCTYqA4FBknwAroWf,2020-05-08,1,80,1116 days,19168.0,2738.285714285714,1
2020-05-08,0.682,0.503,-5934.0,0.042,0.213,0.0,0.382,66,5cpw6QKJcoXzpNBLNUJx2i,2020-05-08,1,66,1116 days,127513.0,18216.14285714286,1
2020-05-08,0.951,0.72,-4467.0,0.302,0.041,0.0,0.687,90,6KhmSJf9FvdAcq1tr8LcYD,2020-05-08,1,90,1116 days,19168.0,2738.285714285714,1
2020-05-08,0.945,0.65,-7071.0,0.154,0.001,0.0,0.804,18,2b1yiFEFZYuvlBnClvNJHP,2020-05-08,1,18,1116 days,152673.0,21810.42857142857,1
2020-05-08,0.864,0.477,-5786.0,0.224,0.201,0.0,0.5,6,5H4mXWKcicuLKDn4Jy0sK7,2020-05-01,8,923,1123 days,863037.6666667011,123291.09523810016,1
2020-05-08,0.653,0.453,-5395.0,0.035,0.307,0.001,0.041,91,5nexAvWNhwg51EavnDgViy,2020-05-08,1,91,1116 days,11268.0,1609.7142857142858,1
2020-05-08,0.771,0.513,-7156.0,0.078,0.434,0.0,0.51,11,4ot7u8Ij91aHKohSV2QYZi,2020-05-08,1,11,1116 days,11268.0,1609.7142857142858,1
2020-05-07,0.811,0.512,-6381.0,0.17,0.218,0.026,0.346,44,4QnC1bIaMSfDQvF4XDhV5M,2020-04-11,27,3048,1143 days,204483.0,29211.85714285714,1
2020-05-07,0.812,0.506,-7706.0,0.116,0.281,0.0,0.554,47,7eYAHC0RbBF9eaqWzT34Aq,2020-05-01,7,855,1123 days,863037.6666667011,123291.09523810016,1
2020-05-07,0.836,0.624,-6.75,0.184,0.187,0.0,0.7,23,1gVCEnryJhkdQcuC0Kbvor,2020-04-17,21,1956,1137 days,200551.5,28650.214285714286,1
2020-05-07,0.72,0.606,-3.54,0.116,0.143,0.0,0.805,20,0pgj4EzB1XRqgZemoMNG5D,2020-04-17,21,1087,1137 days,114657.0,16379.57142857143,2
2020-05-07,0.893,0.618,-4425.0,0.112,0.083,0.0,0.389,74,0lSZh5W0wDeurkGzLYY6hf,2020-03-27,42,5547,1158 days,46279.0,6611.285714285714,2
2020-05-07,0.596,0.366,-11144.0,0.115,0.63,0.0,0.229,62,3cqPu20DGTGUoZtbJH2Dmi,2020-01-24,105,12745,1221 days,61216.0,8745.142857142857,1
2020-05-06,0.881,0.636,-4629.0,0.287,0.006,0.0,0.715,21,3KixNgUEaDtrKJVzdqjU5q,2020-05-01,6,658,1123 days,863037.6666667011,123291.09523810016,1
2020-05-06,0.458,0.452,-9299.0,0.047,0.342,0.0,0.316,38,3Q4gttWQ6hxqWOa3tHoTNi,2020-05-01,6,735,1123 days,863037.6666667011,123291.09523810016,1
2020-05-06,0.749,0.792,-4151.0,0.083,0.292,0.0,0.239,19,1I55Ea0zVoSKs6MqW7DQ3i,2020-05-01,6,625,1123 days,863037.6666667011,123291.09523810016,1
2020-05-05,0.473,0.824,-3.68,0.163,0.482,0.0,0.374,20,3IvMYBE7A3c7to1aEcfFJk,2020-05-01,5,558,1123 days,863037.6666667011,123291.09523810016,1
2020-05-05,0.787,0.477,-7837.0,0.199,0.768,0.0,0.476,34,0YkUwXxnTkeJBvt5upeEtP,2020-05-01,5,522,1123 days,863037.6666667011,123291.09523810016,1
2020-05-05,0.482,0.631,-6917.0,0.099,0.696,0.024,0.074,2,2hfoyc7ve6xM4ZEiNIiU1B,2020-04-16,20,1667,1138 days,82665.0,11809.285714285714,1
2020-05-05,0.41,0.82,-6808.0,0.533,0.252,0.0,0.526,45,5TCBWmEBrin7etRa4Lswr1,2020-05-01,5,596,1123 days,863037.6666667011,123291.09523810016,1
2020-05-04,0.876,0.492,-8.11,0.153,0.014,0.0,0.4,8,5UusfWUMMLEXLMc1ViNZoe,2020-04-16,19,1928,1138 days,34181.0,4883.0,1
2020-05-04,0.551,0.57,-7385.0,0.351,0.28,0.0,0.505,47,6fLVTVaHWaEfVKfEgbkf4D,2020-05-01,4,447,1123 days,863037.6666667011,123291.09523810016,1
2020-05-02,0.775,0.696,-5184.0,0.068,0.056,0.002,0.775,13,5Xhqh4lwJPtMUTsdBztN1a,2020-01-14,109,11364,1231 days,397325.833333316,56760.833333330855,2
2020-05-01,0.52,0.856,-4228.0,0.081,0.0,0.0,0.47,40,1bWEngw5tAF7vWByrf5Oy5,2020-05-01,1,40,1123 days,65845.0,9406.42857142857,1
2020-05-01,0.679,0.408,-9754.0,0.088,0.133,0.005,0.151,43,18O00Y7yrkJ0pRXm1n21Og,2020-05-01,1,43,1123 days,424924.5,60703.5,1
2020-05-01,0.565,0.598,-5894.0,0.028,0.335,0.0,0.449,11,5v6gozUHFv9OoNdFYz6p8V,2020-05-01,1,11,1123 days,6187.0,883.8571428571429,1
2020-04-30,0.8,0.628,-6615.0,0.285,0.103,0.0,0.745,34,3ZdDYeaZzeYnrP4crgXzPk,2020-04-24,7,425,1130 days,1894.0,270.57142857142856,1
2020-04-30,0.657,0.768,-4628.0,0.051,0.108,0.0,0.759,5,6kls8cSlUyHW2BUOkDJIZE,2019-06-28,251,20020,1431 days,75685.0,10812.142857142857,1
2020-04-30,0.572,0.519,-8054.0,0.243,0.0,0.0,0.704,31,3lay6f81Lhy0qp2Uvp4cNJ,2020-04-27,4,115,1127 days,3466.0,495.1428571428572,1
2020-04-30,0.803,0.759,-4692.0,0.049,0.005,0.0,0.284,10,0JjM9bKm4wrwohMslcm892,2020-02-08,65,3099,1206 days,59695.0,8527.857142857143,1
2020-04-30,0.528,0.511,-8144.0,0.032,0.126,0.0,0.351,1,3g0mEQx3NTanacLseoP0Gw,2019-12-06,108,2689,1270 days,282384.5,40340.64285714286,3
2020-04-30,0.834,0.454,-9.75,0.201,0.321,0.0,0.837,197,127QTOFJsJQp5LbJbu3A1y,2020-04-03,28,5563,1151 days,863037.6666667011,123291.09523810016,1
2020-04-30,0.727,0.838,-2435.0,0.047,0.297,0.0,0.933,6,1Ol5LmdNDNpFu1oNwfgkux,2020-04-17,14,382,1137 days,148538.0,21219.714285714286,2
2020-04-30,0.785,0.554,-6571.0,0.041,0.283,0.0,0.144,9,7lAK3oHbfEnvUQWosrMMpR,2018-08-03,188,13011,1760 days,508986.33333335,72712.33333333571,1
2020-04-27,0.859,0.477,-6116.0,0.428,0.004,0.0,0.153,45,0ROE31C8Wu4neZoR9stM9e,2020-04-25,3,321,1129 days,233646.66666666,33378.09523809428,1
2020-04-27,0.464,0.547,-8137.0,0.339,0.051,0.0,0.423,1,0Odu228D0yGcFySGuxU4rY,2019-11-15,39,1057,1291 days,33837.0,4833.857142857143,1
2020-04-26,0.815,0.518,-6594.0,0.09,0.223,0.0,0.877,6,0uI7yAKUf52Cn7y3sYyjiX,2020-01-09,81,1961,1236 days,27531.0,3933.0,1
2020-04-26,0.872,0.692,-5376.0,0.187,0.03,0.008,0.693,1,5pXy29xzxR3aTB0SYRI590,2020-03-20,38,2465,1165 days,557097.33333334,79585.33333333429,1
2020-04-25,0.565,0.39,-4959.0,0.056,0.817,0.0,0.708,12,3eJMSq78dDaFb7VvhNFnq6,2020-04-24,2,71,1130 days,291806.0,41686.57142857143,1
2020-04-25,0.836,0.649,-6442.0,0.332,0.072,0.0,0.294,30,1ZRjLZcNTm1vUgrexBp3px,2020-04-24,2,98,1130 days,107090.0,15298.57142857143,1
2020-04-25,0.735,0.787,-4375.0,0.16,0.667,0.0,0.455,17,2w1rq80FIrbxeJy9WYURxw,2020-04-03,23,1040,1151 days,546534.833333316,78076.40476190229,2
2020-04-25,0.651,0.806,-4842.0,0.031,0.004,0.005,0.386,35,3iEqGBZ2wcpVzhiAcwXVC6,2020-04-24,2,169,1130 days,1596.0,228.0,1
2020-04-24,0.715,0.635,-6591.0,0.079,0.127,0.0,0.39,21,5Gj1wG8b12VQdEd3hUuSwo,2020-04-17,8,604,1137 days,143842.5,20548.92857142857,2
2020-04-24,0.639,0.63,-6.1,0.033,0.015,0.037,0.218,49,1n4vgMWmmNlXrvyxQFhUEl,2020-04-24,1,49,1130 days,1596.0,228.0,1
2020-04-24,0.679,0.697,-5369.0,0.045,0.015,0.012,0.776,47,5RrrQhJKKKMJt3wB5n2N3t,2020-04-24,1,47,1130 days,50.0,7.142857142857143,1
2020-04-24,0.915,0.612,-4535.0,0.407,0.094,0.0,0.758,2,5gNOINI5dXZVom2b36LMOd,2020-04-17,7,602,1137 days,200551.5,28650.214285714286,1
2020-04-24,0.784,0.517,-8981.0,0.209,0.025,0.0,0.206,5,3s4mrPrEFFPF0LmAfutW0n,2019-08-16,165,16301,1382 days,264193.16666667303,37741.880952381856,2
2020-04-24,0.599,0.74,-3517.0,0.334,0.159,0.0,0.573,32,2iz3EDFoPOjPRZs9wt5iNh,2020-04-24,1,32,1130 days,2572.0,367.4285714285714,1
2020-04-23,0.611,0.651,-6973.0,0.059,0.144,0.0,0.351,19,6Q3K9gVUZRMZqZKrXovbM2,2020-04-03,21,1416,1151 days,144168.5,20595.5,2
2020-04-23,0.843,0.549,-8018.0,0.164,0.095,0.0,0.541,144,3iQOfefMGDVDwo8dZoco8T,2020-04-04,20,2135,1150 days,232613.261904763,33230.46598639472,2
2020-04-23,0.712,0.598,-5368.0,0.039,0.055,0.0,0.504,23,2ajzBr7vwHTEBeqDzcsNRC,2020-03-06,49,5820,1179 days,233646.66666666,33378.09523809428,1
2020-04-23,0.532,0.783,-5697.0,0.052,0.004,0.001,0.643,1,4h8VwCb1MTGoLKueQ1WgbD,2018-07-03,99,4515,1791 days,156128.0,22304.0,1
2020-04-22,0.92,0.833,-3.18,0.253,0.028,0.0,0.645,7,74fV8TuLZKVzSIOOGu8wwI,2020-02-14,58,3591,1200 days,103880.0,14840.0,2
2020-04-21,0.896,0.72,-6262.0,0.355,0.169,0.0,0.966,19,0oT9ElXYSxvnOOagP9efDq,2020-04-17,5,465,1137 days,200551.5,28650.214285714286,1
2020-04-20,0.421,0.131,-18435.0,0.038,0.952,0.005,0.12,1,6CcJMwBtXByIz4zQLzFkKc,2019-03-29,236,13019,1522 days,866391.5,123770.21428571428,1
2020-04-20,0.68,0.766,-4799.0,0.092,0.041,0.0,0.28,6,2AuWgceaQyfMoI3EGavwGb,2020-04-17,4,162,1137 days,784259.499999976,112037.071428568,3
2020-04-19,0.932,0.578,-4478.0,0.366,0.115,0.0,0.623,14,16oi4OiKmkO51l60F5R9kR,2020-04-17,3,282,1137 days,200551.5,28650.214285714286,1
2020-04-18,0.875,0.687,-5734.0,0.387,0.236,0.0,0.864,97,0jWm0VyD8p3MrSInczpows,2020-04-17,2,244,1137 days,200551.5,28650.214285714286,1
2020-04-18,0.732,0.707,-5849.0,0.304,0.035,0.0,0.832,85,57crda5Lx9OVaYCzb4Wrnd,2020-04-17,2,249,1137 days,200551.5,28650.214285714286,1
2020-04-18,0.828,0.538,-6067.0,0.341,0.071,0.0,0.56,24,19eeh4pgEGHdSTc26U1y89,2020-04-17,2,153,1137 days,200551.5,28650.214285714286,1
2020-04-18,0.833,0.589,-6384.0,0.231,0.121,0.0,0.536,58,5rFGVn8fCFjnRwCebW0XbS,2020-04-17,2,197,1137 days,200551.5,28650.214285714286,1
2020-04-18,0.737,0.832,-2622.0,0.08,0.12,0.0,0.865,3,2tGENA8xef0wABdHvyXwv9,2020-04-04,13,124,1150 days,937655.666666656,133950.809523808,5
2020-04-18,0.835,0.466,-8949.0,0.391,0.195,0.0,0.562,53,6ChpgWt7s2ksM1Y3l0D9sk,2020-04-17,2,194,1137 days,200551.5,28650.214285714286,1
2020-04-18,0.951,0.638,-5614.0,0.308,0.002,0.0,0.439,46,3QSLoxRguKgK0knOG7EGyn,2020-04-17,2,191,1137 days,200551.5,28650.214285714286,1
2020-04-17,0.527,0.836,-4848.0,0.463,0.434,0.0,0.496,77,6I2jabBRzwhiYHsSTqnrRC,2020-04-17,1,77,1137 days,25360.0,3622.857142857143,2
2020-04-17,0.775,0.832,-3629.0,0.277,0.038,0.0,0.962,95,2ulB68v8LGCfQMk0giZZ5S,2020-04-17,1,95,1137 days,200551.5,28650.214285714286,1
2020-04-17,0.819,0.607,-7599.0,0.069,0.108,0.0,0.347,30,4P2LXwm4QA4l7NwUvDAuMu,2020-04-17,1,30,1137 days,3456.0,493.7142857142857,1
2020-04-17,0.732,0.654,-6136.0,0.045,0.102,0.0,0.369,19,7rTzrRdc5UbvLr0gwI1J3E,2020-04-17,1,19,1137 days,77316.0,11045.142857142857,1
2020-04-17,0.727,0.496,-10386.0,0.178,0.089,0.0,0.504,46,67lKDoCZbRCJDa4RT68eme,2020-04-17,1,46,1137 days,185166.16666668,26452.309523811426,1
2020-04-17,0.768,0.635,-4925.0,0.15,0.029,0.0,0.64,118,3oHiR89Y8gn6xt3YGAAzFj,2020-04-17,1,118,1137 days,200551.5,28650.214285714286,1
2020-04-16,0.611,0.851,-2982.0,0.06,0.229,0.0,0.823,169,0Snbzbd74RLfL0i4nn1vU5,2020-04-05,12,1534,1149 days,108210.0,15458.57142857143,1
2020-04-16,0.836,0.624,-6.75,0.184,0.187,0.0,0.7,142,1lGHa2pwYzxQHFBUynhLtO,2020-04-02,15,2363,1152 days,200551.5,28650.214285714286,1
2020-04-16,0.668,0.892,-3001.0,0.065,0.298,0.0,0.478,6,2rjjNUYONZqC7wSd1i6OFq,2020-02-14,56,2222,1200 days,123612.0,17658.85714285714,1
2020-04-16,0.733,0.389,-8468.0,0.074,0.051,0.0,0.244,15,6fWa5CRgy0z30OeGZyMBvD,2020-04-05,10,97,1149 days,5920.0,845.7142857142857,1
2020-04-16,0.716,0.588,-3952.0,0.116,0.152,0.0,0.707,42,0gWbAFRcUyZKdfUxEOuOiD,2020-04-12,5,199,1142 days,114657.0,16379.57142857143,2
2020-04-16,0.447,0.72,-3954.0,0.033,0.042,0.0,0.362,71,6p8eEdiZLKJH8tcjGZuNTK,2020-02-06,17,2128,1208 days,82665.0,11809.285714285714,1
2020-04-16,0.483,0.361,-7889.0,0.074,0.832,0.0,0.307,13,2ZTYlnhhV1UAReg7wIGolx,2020-02-14,63,7207,1200 days,274009.0,39144.142857142855,1
2020-04-16,0.809,0.911,-4.41,0.062,0.008,0.0,0.64,2,6tCssnvTUREcperDOUTqvA,2020-03-10,36,2025,1175 days,8982.0,1283.142857142857,1
2020-04-15,0.839,0.594,-9087.0,0.139,0.249,0.026,0.58,6,0dy5NFDnx5fuZvE8ZXEX35,2020-04-10,5,288,1144 days,7060.0,1008.5714285714286,1
2020-04-15,0.775,0.823,-4941.0,0.064,0.088,0.0,0.65,12,1fPnUpoXCpD2NDI4vPVeLw,2020-04-10,6,513,1144 days,33837.0,4833.857142857143,1
2020-04-14,0.628,0.712,-4864.0,0.156,0.282,0.0,0.45,13,1yYBOIXO2H9LDqEPui42GM,2020-04-10,4,243,1144 days,8082.0,1154.571428571429,1
2020-04-14,0.806,0.809,-7.18,0.159,0.141,0.0,0.685,69,3hR48Bj9Wgl6xunDG4nsRZ,2020-04-14,1,69,1140 days,17104.0,2443.428571428572,1
2020-04-13,0.534,0.589,-1865.0,0.325,0.256,0.0,0.632,2,1y4jsQt7MjnZhiD1L6qFBC,2020-03-23,8,58,1162 days,202.0,28.857142857142858,1
2020-04-11,0.811,0.689,-5113.0,0.062,0.181,0.0,0.663,6,2WlZuBDgLfT7Kc0admhFdg,2020-04-01,7,140,1153 days,3677.0,525.2857142857143,1
2020-04-11,0.628,0.571,-3897.0,0.063,0.006,0.0,0.467,34,2mDYYGaGd9uXKkK2YhDA3i,2020-04-10,2,149,1144 days,392.0,56.0,1
2020-04-11,0.593,0.749,-5.67,0.048,0.011,0.106,0.649,27,5ruzrDWcT0vuJIOMW7gMnW,2020-04-10,2,134,1144 days,392.0,56.0,1
2020-04-10,0.709,0.562,-10326.0,0.116,0.048,0.0,0.265,21,7DHNcoR73yUYCSn6PqBgkH,2020-04-10,1,21,1144 days,33837.0,4833.857142857143,1
2020-04-10,0.374,0.922,-3.4,0.056,0.014,0.204,0.393,40,55N8cxpE1QDoeaaNqUnoZ2,2020-04-10,1,40,1144 days,392.0,56.0,1
2020-04-10,0.811,0.512,-6.38,0.173,0.216,0.027,0.336,167,5EBtY2shIV1vmY4bnvvV6T,2020-04-10,1,167,1144 days,204483.0,29211.85714285714,1
2020-04-10,0.67,0.634,-6682.0,0.294,0.034,0.0,0.375,19,7n0lXKEOaFxrAU0R93fIQh,2020-04-10,1,19,1144 days,33837.0,4833.857142857143,1
2020-04-10,0.617,0.78,-4466.0,0.038,0.014,0.011,0.326,2,6IRzBP4gVoV4D2zHmocoWy,2020-04-10,1,2,1144 days,392.0,56.0,1
2020-04-10,0.693,0.259,-7918.0,0.037,0.448,0.0,0.361,78,4ehkZtzPTbjsRULRfQSWYu,2020-04-10,1,78,1144 days,78.0,11.142857142857142,1
2020-04-10,0.587,0.648,-6927.0,0.044,0.056,0.0,0.281,53,4ZTTUAjJCd4NMZmIU7RB4c,2020-04-10,1,53,1144 days,7972.0,1138.857142857143,1
2020-04-10,0.506,0.665,-7.11,0.229,0.066,0.0,0.144,48,1ahRPMw2Cpv1HfUNW8Ykw4,2020-04-10,1,48,1144 days,33837.0,4833.857142857143,1
2020-04-10,0.538,0.679,-4297.0,0.033,0.191,0.002,0.089,67,2t0wwvR15fc3K1ey8OiOaN,2020-04-10,1,67,1144 days,392.0,56.0,1
2020-04-10,0.76,0.674,-7043.0,0.129,0.046,0.0,0.431,66,7uDTc1eJwsD7iMZLhdp8LH,2020-04-10,1,66,1144 days,33837.0,4833.857142857143,1
2020-04-09,0.825,0.483,-5746.0,0.08,0.538,0.0,0.892,111,2ZlCGeK30BLRNSPC832pNZ,2020-02-14,56,7837,1200 days,541378.666666677,77339.809523811,1
2020-04-09,0.664,0.561,-7031.0,0.05,0.003,0.0,0.713,71,2IHLaN6wwYKQ3S24NsQqpA,2020-03-06,35,3617,1179 days,94272.0,13467.42857142857,1
2020-04-09,0.721,0.62,-3639.0,0.048,0.313,0.0,0.473,8,4POHzEwNTCYaIvqCUp3NnO,2020-03-27,14,792,1158 days,124764.0,17823.428571428572,1
2020-04-09,0.882,0.612,-6103.0,0.118,0.048,0.0,0.742,13,75pQqzwgCjUOSSy5CpmAjy,2020-02-29,41,4603,1185 days,1262144.166666687,180306.30952381244,1
2020-04-09,0.59,0.642,-3.87,0.122,0.077,0.0,0.651,1,36orMWv2PgvnzXsd5CJ0yL,2019-08-16,143,12422,1382 days,18694.0,2670.5714285714284,1
2020-04-08,0.467,0.608,-7847.0,0.071,0.091,0.0,0.108,1,6kWxIqQDsKFYCJGbU4AjCX,2020-03-20,20,2128,1165 days,922058.83333333,131722.69047619,1
2020-04-08,0.812,0.519,-4823.0,0.039,0.379,0.0,0.554,5,4a6q8CR2hzLk2plDkSxkfD,2019-08-09,199,15847,1389 days,109009.0,15572.714285714286,1
2020-04-08,0.883,0.599,-5551.0,0.248,0.018,0.0,0.413,6,02RCbjb9czvQKNGBmEmWob,2020-02-28,33,2273,1186 days,107090.0,15298.57142857143,1
2020-04-07,0.77,0.882,-4792.0,0.06,0.194,0.0,0.385,1,5PYQUBXc7NYeI1obMKSJK0,2019-05-31,195,22635,1459 days,61126.5,8732.357142857143,1
2020-04-06,0.886,0.604,-7293.0,0.208,0.194,0.0,0.383,1,3qM0vBxIe4VUbK0Z0smuVP,2020-02-06,59,4594,1208 days,866377.166666656,123768.16666666514,3
2020-04-06,0.504,0.498,-8.24,0.05,0.131,0.0,0.196,2,4BGZF4oLbTL0pWm7C18pbv,2020-03-20,16,1892,1165 days,922058.83333333,131722.69047619,1
2020-04-05,0.527,0.415,-11451.0,0.122,0.457,0.0,0.515,26,1k1Bqnv2R0uJXQN4u6LKYt,2020-04-03,3,252,1151 days,496.0,70.85714285714286,1
2020-04-05,0.757,0.673,-7022.0,0.12,0.05,0.0,0.449,12,2ShvTyfnjRWVjNB6vmu5Bb,2020-04-03,3,148,1151 days,33837.0,4833.857142857143,1
2020-04-04,0.469,0.785,-4015.0,0.066,0.133,0.0,0.79,2,2nMOodYNHBAQ3Kc1QNimZU,2020-03-27,9,858,1158 days,670573.83333332,95796.26190476,1
2020-04-04,0.444,0.152,-12.87,0.047,0.953,0.0,0.227,47,62ljuuXo0zrcrtJnnOhfxT,2020-04-03,2,190,1151 days,17889.0,2555.5714285714284,1
2020-04-04,0.875,0.813,-4502.0,0.058,0.006,0.0,0.859,17,6zrJLhslleCHby0wbUnvVy,2020-03-27,9,873,1158 days,670573.83333332,95796.26190476,1
2020-04-04,0.619,0.22,-13843.0,0.067,0.782,0.0,0.426,60,3M8FzayQWtkvOhqMn2V4T2,2020-04-03,2,87,1151 days,496.0,70.85714285714286,1
2020-04-04,0.692,0.651,-8267.0,0.032,0.292,0.002,0.706,99,0bRXwKfigvpKZUurwqAlEh,2020-04-03,2,157,1151 days,496.0,70.85714285714286,1
2020-04-04,0.906,0.474,-6124.0,0.194,0.031,0.0,0.656,24,6DXZiYUbrYgrVIhfX3U9Z2,2020-03-27,9,932,1158 days,670573.83333332,95796.26190476,1
2020-04-04,0.858,0.598,-7407.0,0.357,0.022,0.0,0.85,12,1c9hQ4jqgVP10plon2B259,2020-04-03,2,92,1151 days,204641.000000013,29234.42857143043,1
2020-04-03,0.35,0.12,-11104.0,0.039,0.982,0.0,0.121,132,72794Eag03xdy7TO0KNuid,2020-04-03,1,132,1151 days,17889.0,2555.5714285714284,1
2020-04-03,0.541,0.287,-15897.0,0.035,0.878,0.008,0.581,21,3tk5DaXxxUoV7b5nOdCDBv,2020-04-03,1,21,1151 days,1596.0,228.0,1
2020-04-03,0.364,0.606,-9188.0,0.083,0.075,0.0,0.289,105,6YndZBGmLySgsVScckWkmO,2020-04-03,1,105,1151 days,51590.0,7370.0,1
2020-04-03,0.832,0.431,-9.81,0.197,0.344,0.0,0.847,63,1d2eMMrAuIsw85u3YklKoc,2020-04-03,1,63,1151 days,863037.6666667011,123291.09523810016,1
2020-04-03,0.652,0.585,-5856.0,0.052,0.005,0.0,0.176,36,3UE1ojFN1y0GybCNSyKGdK,2020-04-03,1,36,1151 days,2682.0,383.1428571428572,1
2020-04-02,0.218,0.652,-7953.0,0.064,0.033,0.111,0.06,37,6b5P51m8xx2XA6U7sdNZ5E,2020-03-20,14,1746,1165 days,922058.83333333,131722.69047619,1
2020-04-02,0.737,0.766,-4242.0,0.046,0.31,0.0,0.662,8,4j4w4CXm6BSr0s25wAWrrX,2020-02-29,34,3325,1185 days,1263803.166666687,180543.30952381244,2
2020-04-02,0.761,0.556,-6943.0,0.364,0.138,0.0,0.521,5,719aY5gAzJbx2PHjyalZQu,2020-03-27,7,353,1158 days,3817.0,545.2857142857142,3
2020-04-02,0.375,0.605,-7268.0,0.073,0.612,0.045,0.128,18,3orEOtd8CPL8GFlpRpKuoE,2020-03-20,14,1563,1165 days,922058.83333333,131722.69047619,1
2020-04-02,0.68,0.701,-5001.0,0.092,0.138,0.0,0.649,33,6uAFJ75WDAoAPyCWJAtvks,2020-03-27,7,638,1158 days,670573.83333332,95796.26190476,1
2020-04-02,0.55,0.611,-7475.0,0.137,0.162,0.0,0.243,3,3WlbeuhfRSqU7ylK2Ui5U7,2020-03-20,14,1481,1165 days,922058.83333333,131722.69047619,1
2020-04-02,0.638,0.863,-5221.0,0.132,0.052,0.0,0.226,23,2K9Ovn1o2bTGqbsABGC6m3,2020-03-20,14,1665,1165 days,922058.83333333,131722.69047619,1
2020-04-02,0.643,0.768,-4316.0,0.046,0.174,0.0,0.597,14,353IDEfNzPJmGNRnOi5kJ1,2020-03-27,7,376,1158 days,124764.0,17823.428571428572,1
2020-04-01,0.768,0.486,-5954.0,0.035,0.408,0.0,0.519,2,0vQcyuMEfRBd21ojZ62N2L,2020-03-27,6,441,1158 days,670573.83333332,95796.26190476,1
2020-04-01,0.404,0.524,-8996.0,0.059,0.046,0.003,0.168,24,1sOW4PuG5X3Ie3EXUhAopJ,2020-03-20,13,1421,1165 days,922058.83333333,131722.69047619,1
2020-03-31,0.82,0.783,-6146.0,0.062,0.016,0.0,0.653,16,2chEq24EHjyw9Zjmwq0hlS,2020-03-26,6,533,1159 days,840.5,120.07142857142858,2
2020-03-30,0.604,0.26,-10498.0,0.037,0.841,0.0,0.317,67,2wDAD2hRCw8qanm6UjdLpx,2020-03-30,1,67,1155 days,922058.83333333,131722.69047619,1
2020-03-30,0.855,0.676,-5736.0,0.325,0.089,0.0,0.509,10,6CUP2khYzdphXebxVTfPE3,2020-03-06,23,2333,1179 days,233646.66666666,33378.09523809428,1
2020-03-30,0.716,0.364,-9648.0,0.087,0.107,0.0,0.448,121,6TooMkzB9xE9FM9qxuEQeX,2020-03-30,1,121,1155 days,922058.83333333,131722.69047619,1
2020-03-30,0.524,0.577,-9313.0,0.036,0.003,0.044,0.04,124,14mgSrrQRN8K9HaVHhKjze,2020-03-30,1,124,1155 days,922058.83333333,131722.69047619,1
