id,nationality_points,nationality_songs_counted,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence,song_count,artists_points,artists_songs_counted
2mnXxnrX5vCGolNkaFvVeM,524763.999999983,6852.0,0.887,0.234,-14.52,0.178,0.111,0.67,0.197,179,340152.0,3608.0
2CeKVsFFXG4QzA415QygGb,109538.0,1579.0,0.865,0.573,-5501.0,0.068,0.086,0.0,0.563,182,21384.0,405.0
1FEiijYPJtyswChfcpv3p0,1404937.0,19265.0,0.568,0.646,-6793.0,0.033,0.046,0.0,0.211,164,324.0,3.0
1xK59OXxi2TAAAbmZK0kBL,1377320.0,19220.0,0.571,0.544,-10613.0,0.03,0.453,0.008,0.216,182,0.0,0.0
5IgjP7X4th6nMNDh4akUHb,1406662.0,19281.0,0.733,0.69,-5529.0,0.043,0.064,0.0,0.31,185,2045.0,78.0
5O2P9iiztwhomNh8xkR9lJ,349847.0,3200.0,0.672,0.52,-7747.0,0.035,0.859,0.0,0.37,1,86.0,2.0
0RiRZpuVRbi7oqRdSMwhQY,2036241.0,22157.0,0.755,0.522,-4368.0,0.058,0.533,0.0,0.925,183,162676.0,1450.0
5wG3HvLhF6Y5KTGlK0IW3J,1321502.000000091,18124.0,0.571,0.549,-7.38,0.404,0.18,0.0,0.447,90,4285.66666667,116.0
5jQI2r1RdgtuT8S3iG8zFC,1292008.0,18286.0,0.733,0.436,-10489.0,0.08,0.258,0.001,0.098,181,21942.0,258.0
68Dni7IE4VyPkTOH9mRWHr,1614119.000000011,18533.0,0.69,0.521,-8492.0,0.339,0.324,0.0,0.494,173,2143.0,57.0
6Um358vY92UBv5DloTRX9L,26220.0,661.0,0.491,0.643,-4309.0,0.044,0.187,0.0,0.779,154,11658.0,94.0
6JIC3hbC28JZKZ8AlAqX8h,630285.0,7010.0,0.795,0.8,-6.32,0.031,0.035,0.0,0.934,184,93887.5,1239.0
0JXXNGljqupsJaZsgSbMZV,1345187.000000091,18439.0,0.684,0.607,-8127.0,0.1,0.027,0.0,0.498,167,0.0,0.0
58ge6dfP91o9oXMzq3XkIS,487800.0,4898.0,0.52,0.852,-5866.0,0.054,0.002,0.0,0.234,2,4490.0,72.0
7qEHsqek33rTcFNT9PFqLf,476162.0,5622.0,0.501,0.405,-5679.0,0.032,0.751,0.0,0.446,185,17170.0,137.0
0u2P5u6lvoDfwTYjAADbn4,1490092.0,17057.0,0.351,0.296,-10109.0,0.033,0.934,0.0,0.12,182,31664.0,308.0
3k3NWokhRRkEPhCzPmV8TW,281122.000000063,5100.0,0.647,0.686,-5745.0,0.041,0.08,0.0,0.268,185,98273.666666687,1390.0
1R0a2iXumgCiFb7HEZ7gUE,674137.0,7487.0,0.615,0.534,-6719.0,0.039,0.106,0.0,0.193,5,34173.0,249.0
7lQ8MOhq6IN2w8EYcFNSUk,531463.0,5951.0,0.908,0.669,-2827.0,0.074,0.003,0.0,0.662,1,941.0,26.0
7yq4Qj7cqayVTp3FF9CWbm,44648.0,1294.0,0.484,0.731,-6694.0,0.038,0.431,0.0,0.51,2,0.0,0.0
4k6Uh1HXdhtusDW5y8Gbvy,1415906.0,19389.0,0.686,0.494,-7093.0,0.036,0.613,0.0,0.7,185,15687.0,183.0
0CYTGMBYkwUxrj1MWDLrC5,159281.0,1811.0,0.743,0.831,-4042.0,0.058,0.114,0.0,0.609,160,48848.333333331,743.0
76OGwb5RA9h4FxQPT33ekc,86715.0,2033.0,0.565,0.636,-8198.0,0.064,0.107,0.0,0.525,185,4008.0,28.0
0pqnGHJpmpxLKifKRmU6WP,1766492.0,20175.0,0.776,0.78,-4374.0,0.128,0.062,0.0,0.666,185,50121.0,510.0
2a1o6ZejUi8U3wzzOtCOYw,55293.0,1260.0,0.4,0.915,-4.89,0.28,0.085,0.0,0.878,1,0.0,0.0
6UelLqGlWMcVH1E5c4H7lY,384830.0,4113.0,0.548,0.816,-4209.0,0.047,0.122,0.0,0.557,184,17107.0,96.0
4RvWPyQ5RL0ao9LPZeSouE,589843.0,6609.0,0.645,0.795,-12095.0,0.053,0.347,0.004,0.535,150,0.0,0.0
0ll8uFnc0nANY35E0Lfxvg,674525.0,7695.0,0.453,0.655,-4.22,0.026,0.079,0.0,0.368,27,2555.0,50.0
2WfaOiMkCvy7F5fcp2zZ8L,44715.0,933.0,0.573,0.902,-7638.0,0.054,0.018,0.001,0.876,5,0.0,0.0
6I3mqTwhRpn34SLVafSH7G,366437.0,3434.0,0.601,0.741,-5569.0,0.048,0.185,0.0,0.441,17,88536.0,636.0
22skzmqfdWrjJylampe0kt,1623954.000000011,18582.0,0.633,0.927,-4468.0,0.084,0.027,0.0,0.88,106,0.0,0.0
3AVrVz5rK8Hrqo9YGiVGN5,1419051.0,19378.0,0.369,0.467,-9018.0,0.027,0.019,0.46,0.174,176,0.0,0.0
1IHWl5LamUGEuP4ozKQSXZ,281122.000000063,5100.0,0.65,0.715,-5198.0,0.253,0.099,0.0,0.187,185,98273.666666687,1390.0
0T2pB7P1VdXPhLdQZ488uH,109538.0,1579.0,0.709,0.56,-4867.0,0.171,0.034,0.0,0.541,156,21384.0,405.0
3rWDp9tBPQR9z6U5YyRSK4,1292656.0,18282.0,0.643,0.363,-11738.0,0.077,0.69,0.0,0.23,137,25909.0,284.0
1xzi1Jcr7mEi9K2RfzLOqS,1401070.0,19227.0,0.78,0.689,-5668.0,0.141,0.037,0.0,0.642,162,6570.0,38.0
2tpWsVSb9UEmDRxAl1zhX1,1747130.0,19952.0,0.664,0.705,-4972.0,0.038,0.065,0.0,0.477,3,5912.0,61.0
1bDbXMyjaUIooNwFE9wn0N,226701.0,3261.0,0.561,0.52,-9342.0,0.244,0.05,0.0,0.424,182,56923.33333333,835.0
2Hh3ETdQKrmSI3QS0hme7g,1321502.000000091,18124.0,0.684,0.671,-4392.0,0.046,0.189,0.0,0.156,94,8006.33333336,204.0
6VhuP99TE6gYNQRJIlAWFD,1380475.0,19064.0,0.346,0.5,-6097.0,0.039,0.757,0.0,0.191,185,16027.0,102.0
4FyesJzVpA39hbYvcseO2d,1295468.0,18299.0,0.486,0.545,-7924.0,0.034,0.065,0.005,0.039,183,101.0,3.0
0vjeOZ3Ft5jvAi9SBFJm1j,1321502.000000091,18124.0,0.526,0.606,-5.3,0.259,0.152,0.0,0.492,175,31950.33333336,336.0
46IZ0fSY2mpAiktS3KOqds,574437.0,6748.0,0.604,0.366,-7519.0,0.028,0.578,0.0,0.13,182,33020.0,306.0
4ewazQLXFTDC8XvCbhvtXs,30152.0,193.0,0.44,0.317,-9258.0,0.053,0.891,0.0,0.268,181,30136.0,191.0
5FVd6KXrgO9B3JPmC8OPst,660652.0,7393.0,0.548,0.532,-7596.0,0.032,0.186,0.0,0.405,169,44532.0,501.0
5Eax0qFko2dh7Rl2lYs3bx,281122.000000063,5100.0,0.801,0.475,-8797.0,0.052,0.141,0.0,0.234,185,98273.666666687,1390.0
5QO79kh1waicV47BqGRL3g,221665.0,2013.0,0.68,0.826,-5487.0,0.031,0.021,0.0,0.644,35,42096.0,265.0
3F5CgOj3wFlRv51JsHbxhe,291908.000000049,4370.0,0.529,0.673,-4711.0,0.175,0.0,0.0,0.366,184,15832.666666686,629.0
0B7wvvmu9EISAwZnOpjhNI,1767939.0,18880.0,0.601,0.271,-8688.0,0.04,0.937,0.0,0.411,11,2199.0,48.0
5gDWsRxpJ2lZAffh5p7K0w,272010.0,4141.0,0.715,0.47,-12638.0,0.077,0.353,0.092,0.426,164,107618.0,1374.0
2J2Z1SkXYghSajLibnQHOa,125691.0,1331.0,0.468,0.779,-4839.0,0.078,0.112,0.0,0.26,182,6594.0,50.0
3azJifCSqg9fRij2yKIbWz,254208.99999999,3566.0,0.645,0.534,-10.8,0.048,0.157,0.0,0.463,152,0.0,0.0
1cKHdTo9u0ZymJdPGSh6nq,298498.000000049,4408.0,0.323,0.737,-4008.0,0.034,0.142,0.0,0.155,176,141616.5,1713.0
3yfqSUWxFvZELEM4PmlwIR,1761450.0,18832.0,0.949,0.661,-4244.0,0.057,0.03,0.0,0.76,149,8393.0,186.0
2ksyzVfU0WJoBpu8otr4pz,0.0,0.0,0.593,0.641,-12727.0,0.099,0.426,0.901,0.147,158,0.0,0.0
4h4QlmocP3IuwYEj2j14p8,1565117.000000011,19585.0,0.768,0.714,-5.11,0.04,0.352,0.0,0.842,173,12.0,2.0
4woTEX1wYOTGDqNXuavlRC,1331299.0,18784.0,0.802,0.755,-3138.0,0.056,0.022,0.0,0.58,178,40755.0,661.0
1JSTJqkT5qHq8MDJnJbRE1,419789.0,5155.0,0.82,0.452,-9796.0,0.035,0.543,0.003,0.74,44,53.0,1.0
0nrRP2bk19rLc0orkWPQk2,9435.0,127.0,0.532,0.783,-5697.0,0.052,0.004,0.001,0.643,28,245.0,29.0
3hxIUxnT27p5WcmjGUXNwx,1297846.0,18330.0,0.485,0.409,-10711.0,0.101,0.325,0.0,0.376,143,0.0,0.0
1dGr1c8CrMLDpV6mPbImSI,1999908.0,21817.0,0.359,0.543,-7582.0,0.092,0.492,0.0,0.453,109,35370.0,222.0
5qaEfEh1AtSdrdrByCP7qR,1538473.000000011,18633.0,0.505,0.71,-3015.0,0.032,0.19,0.0,0.428,34,36341.5,353.0
3xWGA8pa0IKFI7IMPri4P0,656397.0,7348.0,0.788,0.859,-2724.0,0.086,0.281,0.0,0.822,178,71390.0,590.0
3r8RuvgbX9s7ammBn07D3W,111234.0,1268.0,0.814,0.641,-5957.0,0.111,0.027,0.0,0.183,158,9639.0,144.0
1zi7xx7UVEFkmKfv06H8x0,179277.0,1430.0,0.792,0.625,-5609.0,0.054,0.008,0.002,0.37,93,88305.0,613.0
3hRV0jL3vUpRrcy398teAU,1760858.0,18872.0,0.544,0.369,-9514.0,0.038,0.969,0.279,0.102,13,0.0,0.0
23Lyy7ZXRvzfgH4JtDkKrX,25711.0,651.0,0.594,0.527,-9335.0,0.034,0.121,0.0,0.692,120,11367.0,89.0
53tfEupEzQRtVFOeZvk7xq,110580.0,1891.0,0.914,0.622,-6538.0,0.089,0.146,0.0,0.77,182,14526.0,157.0
7ef4DlsgrMEH11cDZd32M6,342869.0,3508.0,0.791,0.862,-3.24,0.11,0.037,0.0,0.592,184,53461.0,361.0
1DIXPcTDzTj8ZMHt3PDt8p,1628800.0,18644.0,0.647,0.514,-10.05,0.059,0.066,0.0,0.386,139,3200.0,150.0
1wtOxkiel43cVs0Yux5Q4h,1292008.0,18286.0,0.663,0.319,-13481.0,0.038,0.69,0.001,0.193,65,31796.0,442.0
4D7BCuvgdJlYvlX5WlN54t,1292008.0,18286.0,0.696,0.396,-10289.0,0.066,0.401,0.0,0.38,71,21942.0,258.0
1v7L65Lzy0j0vdpRjJewt1,2064605.0,24586.0,0.686,0.735,-4616.0,0.264,0.009,0.001,0.06,20,23346.0,200.0
1qEmFfgcLObUfQm0j1W2CK,589607.0,6634.0,0.714,0.728,-4595.0,0.047,0.298,0.0,0.901,185,43888.0,410.0
60a0Rd6pjrkxjPbaKzXjfq,7603.0,99.0,0.556,0.864,-5.87,0.058,0.01,0.0,0.4,67,0.0,0.0
086myS9r57YsLbJpU0TgK9,660652.0,7393.0,0.691,0.631,-6478.0,0.037,0.048,0.0,0.8,153,44532.0,501.0
21jGcNKet2qwijlDFuPiPb,2036241.0,22157.0,0.695,0.762,-3497.0,0.04,0.192,0.002,0.553,183,143420.0,1238.0
1oFAF1hdPOickyHgbuRjyX,438482.000000049,4766.0,0.65,0.825,-4645.0,0.033,0.022,0.0,0.593,184,208172.16666667,2125.0
4SqWKzw0CbA05TGszDgMlc,1645505.0,18667.0,0.575,0.648,-4891.0,0.036,0.583,0.0,0.466,183,885.0,10.0
7gRFDGEzF9UkBV233yv2dc,94989.0,1174.0,0.818,0.69,-5119.0,0.045,0.003,0.0,0.688,168,5484.0,28.0
46HNZY1i7O6jwTA7Slo2PI,555174.0,6595.0,0.573,0.711,-6268.0,0.041,0.011,0.0,0.47,183,94805.0,818.0
0fea68AdmYNygeTGI4RC18,112703.0,2247.0,0.754,0.646,-5795.0,0.317,0.152,0.0,0.429,184,100580.0,1619.0
0QHEIqNKsMoOY5urbzN48u,1293870.0,18281.0,0.838,0.525,-3562.0,0.067,0.345,0.0,0.884,183,0.0,0.0
09mEdoA6zrmBPgTEN5qXmN,136934.0,1380.0,0.461,0.593,-4954.0,0.036,0.17,0.0,0.175,15,0.0,0.0
3dYD57lRAUcMHufyqn9GcI,1334.0,27.0,0.566,0.664,-5303.0,0.046,0.634,0.0,0.437,104,0.0,0.0
3EaJDYHA0KnX88JvDhL9oa,1303786.0,18395.0,0.603,0.784,-4023.0,0.062,0.446,0.0,0.769,152,32705.0,308.0
5jt25aFjW2kNoBqaEVaz5W,451607.0,6588.0,0.757,0.789,-3.46,0.058,0.307,0.0,0.464,173,8564.0,284.0
54ELExv56KCAB4UP9cOCzC,476975.999999983,6466.0,0.892,0.662,-3894.0,0.162,0.169,0.0,0.607,135,303227.0,3387.0
3WMj8moIAXJhHsyLaqIIHI,1374841.0,19211.0,0.369,0.192,-12151.0,0.04,0.555,0.0,0.148,178,0.0,0.0
7hU3IHwjX150XLoTVmjD0q,0.0,0.0,0.831,0.554,-9998.0,0.218,0.161,0.0,0.396,182,0.0,0.0
6Xom58OOXk2SoU711L2IXO,281122.000000063,5100.0,0.804,0.674,-5453.0,0.033,0.294,0.0,0.292,185,98273.666666687,1390.0
7fBv7CLKzipRk6EC6TWHOB,136934.0,1380.0,0.585,0.564,-7063.0,0.052,0.067,0.0,0.137,2,0.0,0.0
2gMXnyrvIjhVBUZwvLZDMP,373938.0,4200.0,0.459,0.575,-4858.0,0.057,0.604,0.0,0.183,183,44578.0,321.0
5g7sDjBhZ4I3gcFIpkrLuI,1621409.0,18531.0,0.728,0.697,-4125.0,0.046,0.056,0.0,0.87,137,28008.0,450.0
4xqrdfXkTW4T0RauPLv3WA,1915520.0,21965.0,0.357,0.425,-7301.0,0.033,0.584,0.0,0.27,185,5052.0,96.0
2nLtzopw4rPReszdYBJU6h,7603.0,99.0,0.496,0.863,-4153.0,0.038,0.005,0.0,0.243,33,0.0,0.0
5zwwW9Oq7ubSxoCGyW1nbY,94989.0,1174.0,0.693,0.734,-6189.0,0.202,0.015,0.0,0.708,145,5484.0,28.0
1SKPmfSYaPsETbRHaiA18G,635996.0,7113.0,0.448,0.665,-4203.0,0.026,0.06,0.0,0.304,99,0.0,0.0
0WtM2NBVQNNJLh6scP13H8,18899.0,330.0,0.801,0.806,-5206.0,0.038,0.382,0.001,0.802,185,2421.0,47.0
7BqBn9nzAq8spo5e7cZ0dJ,2067903.0,24650.0,0.635,0.841,-5379.0,0.042,0.013,0.0,0.424,1,0.0,0.0
6IAZHEBUIGJ6NJKxxOBIEr,555116.0,6439.0,0.73,0.769,-5114.0,0.03,0.138,0.0,0.507,151,0.0,0.0
5TXDeTFVRVY7Cvt0Dw4vWW,90623.0,1137.0,0.746,0.251,-16169.0,0.259,0.782,0.002,0.18,40,0.0,0.0
6BePGk3eCan4FqaW2X8Qy3,12697.0,286.0,0.696,0.793,-5733.0,0.097,0.068,0.0,0.698,132,11880.0,226.0
2GAhgAjOhEmItWLfgisyOn,1333537.000000091,18313.0,0.698,0.546,-7234.0,0.056,0.425,0.003,0.335,121,9855.0,169.0
1XGmzt0PVuFgQYYnV2It7A,1793804.0,19187.0,0.743,0.752,-4813.0,0.041,0.019,0.0,0.545,31,21613.0,214.0
02MWAaffLxlfxAUY7c5dvx,431199.0,4293.0,0.761,0.525,-6.9,0.094,0.44,0.0,0.531,171,35.0,1.0
6qyS9qBy0mEk3qYaH8mPss,1396169.0,19205.0,0.712,0.972,-0.514,0.112,0.005,0.0,0.568,181,0.0,0.0
3BnDvpeuGOj21Ir2aVEtQo,26517.0,495.0,0.814,0.789,-6.29,0.041,0.365,0.001,0.842,182,0.0,0.0
0NO2zL0kw8sGGnaMvHKAZF,128928.0,2207.0,0.765,0.872,-5863.0,0.05,0.173,0.0,0.722,108,24984.5,237.0
3CIyK1V4JEJkg02E4EJnDl,1416852.0,19381.0,0.728,0.783,-4424.0,0.266,0.237,0.0,0.555,183,101750.0,1114.0
73vIOb4Q7YN6HeJTbscRx5,1305403.0,18415.0,0.587,0.742,-6.64,0.053,0.013,0.001,0.199,180,0.0,0.0
0O6u0VJ46W86TxN9wgyqDj,1515987.000000011,19847.0,0.733,0.67,-6009.0,0.075,0.121,0.0,0.472,184,126613.5,1564.0
0gucTLf7trAf37Ua1uAyAu,1625743.0,18596.0,0.489,0.918,-4502.0,0.055,0.0,0.0,0.691,174,10468.0,181.0
0a4MMyCrzT0En247IhqZbD,89432.0,1154.0,0.593,0.935,-3.43,0.225,0.268,0.0,0.783,138,71.0,3.0
1N8TTK1Uoy7UvQNUazfUt5,265943.00000001,3743.0,0.73,0.785,-6512.0,0.055,0.046,0.022,0.649,100,2033.0,39.0
31i56LZnwE6uSu3exoHjtB,281122.000000063,5100.0,0.876,0.498,-7511.0,0.048,0.071,0.0,0.428,185,98273.666666687,1390.0
3zkyus0njMCL6phZmNNEeN,628678.99999999,7710.0,0.735,0.449,-9933.0,0.383,0.859,0.0,0.514,106,21411.0,149.0
1O2pcBJGej0pmH2Y9XZMs6,46163.999999979,947.0,0.87,0.548,-5253.0,0.077,0.092,0.0,0.832,182,0.0,0.0
1418IuVKQPTYqt7QNJ9RXN,1308859.00000008,18212.0,0.698,0.505,-8242.0,0.036,0.354,0.0,0.396,117,0.0,0.0
6G12ZafqofSq7YtrMqUm76,128551.0,1503.0,0.873,0.695,-4207.0,0.046,0.419,0.0,0.823,154,14441.0,263.0
0HEzuLLojblUOaUSdmJ9gl,1330033.000000091,18261.0,0.457,0.343,-9387.0,0.031,0.805,0.018,0.056,6,12315.0,187.0
2p8IUWQDrpjuFltbdgLOag,221665.0,2013.0,0.664,0.572,-6099.0,0.031,0.081,0.006,0.143,69,42096.0,265.0
6bnF93Rx87YqUBLSgjiMU8,221665.0,2013.0,0.537,0.746,-5507.0,0.15,0.024,0.0,0.252,73,42096.0,265.0
53jnnqFSRGMDB9ADrNriCA,1320041.000000091,18116.0,0.591,0.637,-6365.0,0.03,0.011,0.0,0.432,108,3829.0,66.0
0o9zmvc5f3EFApU52PPIyW,12526.0,112.0,0.6,0.76,-6124.0,0.045,0.166,0.0,0.519,116,8337.0,75.0
4ASA1PZyWGbuc4d9N8OAcF,65956.0,1506.0,0.636,0.909,-3685.0,0.044,0.149,0.0,0.61,99,0.0,0.0
5ww2BF9slyYgNOk37BlC4u,86901.0,1832.0,0.835,0.679,-5329.0,0.036,0.583,0.0,0.85,184,0.0,0.0
5Y35SjAfXjjG0sFQ3KOxmm,1333537.000000091,18313.0,0.358,0.284,-8285.0,0.029,0.805,0.0,0.276,98,9855.0,169.0
7H0ya83CMmgFcOhw0UB6ow,1616357.000000011,18528.0,0.508,0.792,-7311.0,0.03,0.229,0.124,0.601,67,0.0,0.0
4fsQ0K37TOXa3hEQfjEic1,61967.0,1409.0,0.882,0.797,-3299.0,0.082,0.082,0.0,0.824,136,1232.0,32.0
6OzUIp8KjuwxJnCWkXp1uL,489865.999999983,6596.0,0.736,0.727,-4642.0,0.057,0.058,0.0,0.644,82,35012.0,323.0
4H6o1bxKRGzmsE0vzo968m,18911.0,608.0,0.732,0.573,-5733.0,0.024,0.56,0.0,0.882,88,0.0,0.0
6HMtHNpW6YPi1hrw9tgF8P,1415906.0,19389.0,0.836,0.743,-6305.0,0.065,0.097,0.0,0.723,177,14379.0,79.0
6Uj1ctrBOjOas8xZXGqKk4,1735209.0,18787.0,0.824,0.764,-4175.0,0.085,0.089,0.003,0.881,166,46647.0,318.0
2wSTnntOPRi7aQneobFtU4,1333537.000000091,18313.0,0.848,0.512,-7.72,0.102,0.228,0.002,0.572,83,9855.0,169.0
7DbdUf8aHSYoliSjO6LZv6,1388688.0,19142.0,0.572,0.839,-5083.0,0.038,0.013,0.01,0.465,183,0.0,0.0
38T0tPVZHcPZyhtOcCP7pF,1341462.0,18947.0,0.637,0.715,-4971.0,0.046,0.148,0.0,0.308,159,50121.0,515.0
4o6v3Oooyt7HF20idztRD4,59407.99999999,1227.0,0.651,0.947,-3669.0,0.054,0.305,0.0,0.722,92,859.0,44.0
3PfIrDoz19wz7qK7tYeu62,404105.0,3683.0,0.793,0.793,-4521.0,0.083,0.012,0.0,0.679,185,38774.0,222.0
2rurDawMfoKP4uHyb2kJBt,93099.333333331,2103.0,0.695,0.636,-4654.0,0.317,0.234,0.0,0.575,183,53604.499999993,721.0
6sCvvleqKbeyOkQDieBYgp,2720.0,18.0,0.247,0.299,-6083.0,0.032,0.899,0.0,0.172,104,2720.0,18.0
6WbAhuwE6fCOriBu5786X1,142637.0,1542.0,0.951,0.692,-4038.0,0.312,0.472,0.0,0.431,101,49153.0,453.0
5QM0SsyzmBM0pbFY52Xj1X,618623.0,6904.0,0.677,0.485,-5795.0,0.036,0.529,0.0,0.493,147,127.0,2.0
7dSZ6zGTQx66c2GF91xCrb,93099.333333331,2103.0,0.87,0.516,-8006.0,0.054,0.656,0.008,0.53,184,16273.5,275.0
5FkJHVudUByVjanCqFXRql,1300911.0,18360.0,0.578,0.6,-10491.0,0.032,0.068,0.417,0.039,104,11918.0,176.0
1RDvyOk4WtPCtoqciJwVn8,107727.0,1215.0,0.71,0.879,-4218.0,0.042,0.158,0.001,0.341,86,55754.5,901.0
2hkwwmmLC90T8BQ7t3xufq,66348.999999979,1417.0,0.846,0.81,-3332.0,0.087,0.222,0.0,0.762,11,1833.0,80.0
3U4isOIWM3VvDubwSI3y7a,2104753.0,24802.0,0.422,0.264,-7064.0,0.032,0.922,0.0,0.331,101,354.0,28.0
4rPJSqrov3zqGwXlemLBMw,631755.99999999,7730.0,0.435,0.768,-5352.0,0.201,0.086,0.0,0.378,51,2139.0,32.0
4h9wh7iOZ0GGn8QVp4RAOB,1511651.000000011,19839.0,0.704,0.797,-5927.0,0.048,0.083,0.001,0.825,184,11753.0,171.0
30VrBsh1STRBoIrhQOAwzK,0.0,0.0,0.703,0.813,-4517.0,0.057,0.088,0.0,0.717,1,0.0,0.0
1Fid2jjqsHViMX6xNH70hE,604956.0,6696.0,0.4,0.479,-7989.0,0.031,0.053,0.0,0.213,165,0.0,0.0
0CtZpaOhtzvLV3FfcsVpQo,16059.999999958,500.0,0.773,0.795,-5537.0,0.041,0.059,0.002,0.649,18,0.0,0.0
3E7dfMvvCLUddWissuqMwr,2060555.0,22863.0,0.652,0.698,-4667.0,0.042,0.001,0.0,0.47,2,5642.0,45.0
59nOXPmaKlBfGMDeOVGrIK,1568264.000000011,19643.0,0.463,0.642,-4474.0,0.34,0.314,0.0,0.339,184,37186.999999999,712.0
5Z9KJZvQzH6PFmb8SNkxuk,1704162.0,19079.0,0.741,0.691,-7395.0,0.067,0.022,0.0,0.892,182,63714.0,389.0
3GYlZ7tbxLOxe6ewMNVTkw,1408298.0,19306.0,0.412,0.236,-15159.0,0.038,0.83,0.007,0.119,88,33283.0,444.0
4a9tbd947vo9K8Vti9JwcI,85035.0,1168.0,0.645,0.862,-4761.0,0.085,0.093,0.0,0.803,3,55055.66666666,591.0
