author,points_sum,points in 2017,points in 2018,points in 2019,points in 2020,points in 2021,points in 2022,points in 2023
Jessi,2461.0,0.0,0.0,0.0,0.0,0.0,2461.0,0.0
Calibre 50,2445.0,0.0,0.0,0.0,0.0,2197.0,248.0,0.0
Malu,2444.0,0.0,0.0,0.0,0.0,2444.0,0.0,0.0
Joyner Lucas,2419.0,0.0,0.0,1624.0,29.0,766.0,0.0,0.0
$NOT,2416.0,0.0,0.0,0.0,0.0,2143.0,273.0,0.0
AP Dhillon,2411.0,0.0,0.0,0.0,0.0,0.0,2411.0,0.0
Gurinder Gill,2411.0,0.0,0.0,0.0,0.0,0.0,2411.0,0.0
Intense,2411.0,0.0,0.0,0.0,0.0,0.0,2411.0,0.0
Milly,2405.0,0.0,0.0,0.0,0.0,2405.0,0.0,0.0
Journey,2403.0,16.0,337.0,567.0,1190.0,88.0,204.0,1.0
Käärijä,2393.0,0.0,0.0,0.0,0.0,0.0,0.0,2393.0
Almighty,2384.0,0.0,2129.0,255.0,0.0,0.0,0.0,0.0
Money Man,2373.0,0.0,0.0,0.0,2373.0,0.0,0.0,0.0
Ivan Cornejo,2362.0,0.0,0.0,0.0,0.0,2362.0,0.0,0.0
Sampha,2352.0,1344.0,0.0,0.0,0.0,0.0,1008.0,0.0
Mainstreet,2349.0,0.0,0.0,0.0,0.0,132.0,2217.0,0.0
Lazza,2335.0,0.0,0.0,211.0,0.0,0.0,55.0,2069.0
Ella Fitzgerald,2334.0,0.0,274.0,394.0,439.0,672.0,555.0,0.0
"Royce Da 5'9""",2329.0,0.0,2329.0,0.0,0.0,0.0,0.0,0.0
Freddie Dredd,2313.0,0.0,0.0,0.0,0.0,0.0,1504.0,809.0
Dimitri Vegas & Like Mike,2312.0,885.0,0.0,1427.0,0.0,0.0,0.0,0.0
Dimitri Vegas,2312.0,885.0,0.0,1427.0,0.0,0.0,0.0,0.0
B. Swanson Quartet,2308.5,0.0,0.0,0.0,0.0,533.5,1775.0,0.0
Jack Black,2305.0,0.0,0.0,0.0,0.0,0.0,0.0,2305.0
Felipe Amorim,2301.0,0.0,0.0,0.0,0.0,91.0,2210.0,0.0
MKTO,2293.0,0.0,0.0,0.0,0.0,2293.0,0.0,0.0
XYLØ,2287.0,2287.0,0.0,0.0,0.0,0.0,0.0,0.0
The xx,2281.0,2281.0,0.0,0.0,0.0,0.0,0.0,0.0
PSY,2275.0,0.0,0.0,0.0,0.0,0.0,2275.0,0.0
Mc Davi,2261.0,0.0,0.0,0.0,0.0,2252.0,9.0,0.0
Noriel,2249.0,0.0,1994.0,255.0,0.0,0.0,0.0,0.0
BLANCO,2239.0,0.0,0.0,0.0,0.0,397.0,1842.0,0.0
Charly Black,2225.0,2225.0,0.0,0.0,0.0,0.0,0.0,0.0
Leah Kate,2221.0,0.0,0.0,0.0,0.0,0.0,2221.0,0.0
Chefin,2217.0,0.0,0.0,0.0,0.0,0.0,2217.0,0.0
Bryson Tiller,2207.0,1001.0,0.0,0.0,1194.0,0.0,0.0,12.0
*NSYNC,2202.0,256.0,358.0,459.0,250.0,304.0,575.0,0.0
DJ ESCOBAR,2189.66666666,0.0,0.0,0.0,0.0,0.0,1711.66666666,478.0
MC MENOR SG,2189.66666666,0.0,0.0,0.0,0.0,0.0,1711.66666666,478.0
MC MENOR HR,2189.66666666,0.0,0.0,0.0,0.0,0.0,1711.66666666,478.0
Will Smith,2172.0,0.0,2172.0,0.0,0.0,0.0,0.0,0.0
Brent Faiyaz,2160.0,0.0,0.0,0.0,10.0,1185.0,965.0,0.0
Cochise,2143.0,0.0,0.0,0.0,0.0,2143.0,0.0,0.0
Louis The Child,2137.0,0.0,2137.0,0.0,0.0,0.0,0.0,0.0
Sefo,2134.0,0.0,0.0,0.0,0.0,2134.0,0.0,0.0
Shawn Hook,2130.0,2130.0,0.0,0.0,0.0,0.0,0.0,0.0
Vanessa Hudgens,2130.0,2130.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Morrison,2128.0,2125.0,0.0,0.0,0.0,0.0,3.0,0.0
Abraham Mateo,2127.0,2113.0,14.0,0.0,0.0,0.0,0.0,0.0
Christian Daniel,2127.0,2113.0,14.0,0.0,0.0,0.0,0.0,0.0
CMC$,2125.0,2125.0,0.0,0.0,0.0,0.0,0.0,0.0
DVBBS,2125.0,2125.0,0.0,0.0,0.0,0.0,0.0,0.0
Nevada,2125.0,2125.0,0.0,0.0,0.0,0.0,0.0,0.0
Summer Cem,2097.0,0.0,4.0,1674.0,419.0,0.0,0.0,0.0
Mitchell Ayres & His Orchestra,2086.6666666700003,0.0,0.0,0.0,0.0,304.33333333,1782.33333334,0.0
Smiley,2078.0,0.0,0.0,0.0,0.0,2078.0,0.0,0.0
RM,2072.0,0.0,4.0,0.0,93.0,0.0,1717.0,258.0
TV Girl,2063.0,0.0,0.0,0.0,0.0,0.0,0.0,2063.0
Vundabar,2058.0,0.0,0.0,0.0,0.0,560.0,1498.0,0.0
Realestk,2047.0,0.0,0.0,0.0,0.0,2047.0,0.0,0.0
Diego & Victor Hugo,2030.0,0.0,0.0,0.0,0.0,2023.0,2.0,5.0
Kendo Kaponi,2024.0,0.0,0.0,0.0,2024.0,0.0,0.0,0.0
Bruno & Marrone,2023.0,0.0,0.0,0.0,0.0,2023.0,0.0,0.0
Jovem Dionisio,2022.0,0.0,0.0,0.0,0.0,0.0,2022.0,0.0
Ángela Aguilar,2017.0,0.0,0.0,0.0,335.0,0.0,195.0,1487.0
Tina Turner,2000.0,0.0,0.0,0.0,1410.0,0.0,0.0,590.0
Leslie Grace,1995.0,0.0,1995.0,0.0,0.0,0.0,0.0,0.0
Gene Autry,1988.0,194.0,228.0,159.0,202.0,285.0,920.0,0.0
Ana Castela,1978.0,0.0,0.0,0.0,0.0,0.0,522.0,1456.0
Niño de Elche,1975.0,0.0,0.0,0.0,1636.0,339.0,0.0,0.0
La Húngara,1975.0,0.0,0.0,0.0,1636.0,339.0,0.0,0.0
Michelle Williams,1961.0,0.0,1961.0,0.0,0.0,0.0,0.0,0.0
TAEYANG,1951.0,0.0,0.0,0.0,0.0,0.0,0.0,1951.0
Gabry Ponte,1947.99999999,0.0,0.0,0.0,0.0,248.99999999,1699.0,0.0
LUM!X,1947.99999999,0.0,0.0,0.0,0.0,248.99999999,1699.0,0.0
Prezioso,1947.99999999,0.0,0.0,0.0,0.0,248.99999999,1699.0,0.0
Moliy,1944.33333334,0.0,0.0,0.0,0.0,359.33333333999997,1585.0,0.0
Victor Cardes,1932.0,0.0,0.0,1765.0,12.0,155.0,0.0,0.0
Salmo,1925.0,29.0,1586.0,222.0,0.0,88.0,0.0,0.0
Eagles,1924.0,118.0,41.0,41.0,263.0,649.0,812.0,0.0
SEVENTEEN,1923.0,0.0,0.0,0.0,0.0,7.0,4.0,1912.0
Stun 4 Vegas,1913.0,0.0,0.0,0.0,1913.0,0.0,0.0,0.0
Anita Kerr Singers,1910.0,1910.0,0.0,0.0,0.0,0.0,0.0,0.0
Murda Beatz,1897.0,0.0,734.0,1153.0,10.0,0.0,0.0,0.0
Shirin David,1894.0,0.0,0.0,1105.0,537.0,252.0,0.0,0.0
Pusha T,1886.0,0.0,1628.0,0.0,0.0,0.0,258.0,0.0
Florence + The Machine,1866.0,0.0,444.0,65.0,0.0,0.0,30.0,1327.0
Fireboy DML,1861.5,0.0,0.0,0.0,0.0,365.5,1496.0,0.0
Headie One,1842.0,0.0,0.0,0.0,1842.0,0.0,0.0,0.0
Marracash,1842.0,0.0,0.0,1008.0,0.0,834.0,0.0,0.0
Stars Music Chile,1835.0,0.0,0.0,0.0,0.0,0.0,98.0,1737.0
Standly,1835.0,0.0,0.0,0.0,0.0,0.0,98.0,1737.0
Soso Maness,1828.0,0.0,0.0,0.0,559.0,1269.0,0.0,0.0
Mae Stephens,1827.0,0.0,0.0,0.0,0.0,0.0,0.0,1827.0
Vince Guaraldi Trio,1826.0,508.0,70.0,137.0,326.0,508.0,277.0,0.0
Chino & Nacho,1820.0,1820.0,0.0,0.0,0.0,0.0,0.0,0.0
Dilsinho,1818.0,0.0,0.0,0.0,1.0,1775.0,42.0,0.0
Nile Rodgers,1815.0,0.0,0.0,0.0,0.0,0.0,445.0,1370.0
Kali,1809.0,0.0,0.0,0.0,0.0,0.0,0.0,1809.0
Teto,1796.0,0.0,0.0,0.0,0.0,8.0,1780.0,8.0
Blake Shelton,1791.5,0.0,0.0,0.0,0.0,377.5,1414.0,0.0
Dayvi,1777.0,0.0,0.0,1765.0,12.0,0.0,0.0,0.0
Kelly Ruíz,1777.0,0.0,0.0,1765.0,12.0,0.0,0.0,0.0
A-Wall,1776.0,0.0,0.0,0.0,0.0,1776.0,0.0,0.0
Mason Ramsey,1761.0,0.0,1345.0,416.0,0.0,0.0,0.0,0.0
DJ SpinKing,1755.0,0.0,1755.0,0.0,0.0,0.0,0.0,0.0
Angèle,1753.0,0.0,0.0,0.0,1668.0,85.0,0.0,0.0
Ziv Zaifman,1715.0,0.0,1715.0,0.0,0.0,0.0,0.0,0.0
Rammstein,1711.0,0.0,0.0,1413.0,0.0,0.0,298.0,0.0
Amanda Reifer,1702.0,0.0,0.0,0.0,0.0,0.0,1702.0,0.0
KREAM,1688.0,1688.0,0.0,0.0,0.0,0.0,0.0,0.0
Yuridia,1682.0,0.0,0.0,0.0,0.0,0.0,195.0,1487.0
John Williams,1671.5,379.0,218.0,176.0,244.0,393.5,261.0,0.0
Mykola Dmytrovych Leontovych,1671.5,379.0,218.0,176.0,244.0,393.5,261.0,0.0
Era Istrefi,1667.0,0.0,1667.0,0.0,0.0,0.0,0.0,0.0
Bag Raiders,1662.0,1662.0,0.0,0.0,0.0,0.0,0.0,0.0
Yaviah,1659.0,0.0,0.0,0.0,1659.0,0.0,0.0,0.0
Paul Rosenberg,1658.0,0.0,1658.0,0.0,0.0,0.0,0.0,0.0
Lil Mabu,1644.0,0.0,0.0,0.0,0.0,0.0,0.0,1644.0
347aidan,1642.0,0.0,0.0,0.0,86.0,210.0,1346.0,0.0
B Praak,1641.0,0.0,0.0,0.0,0.0,1641.0,0.0,0.0
Jasleen Royal,1641.0,0.0,0.0,0.0,0.0,1641.0,0.0,0.0
Takeoff,1640.0,89.0,1156.0,0.0,0.0,0.0,395.0,0.0
Gaby Music,1636.0,0.0,0.0,1636.0,0.0,0.0,0.0,0.0
Liz Gillies,1633.0,0.0,778.0,481.0,216.0,84.0,74.0,0.0
Tony Igy,1627.0,0.0,0.0,0.0,1627.0,0.0,0.0,0.0
Vicetone,1627.0,0.0,0.0,0.0,1627.0,0.0,0.0,0.0
southstar,1615.0,0.0,0.0,0.0,0.0,0.0,1615.0,0.0
Hook N Sling,1614.0,1614.0,0.0,0.0,0.0,0.0,0.0,0.0
LEA,1611.0,0.0,0.0,1611.0,0.0,0.0,0.0,0.0
Avril Lavigne,1600.0,0.0,1344.0,119.0,0.0,85.0,52.0,0.0
Yeat,1598.0,0.0,0.0,0.0,0.0,0.0,1396.0,202.0
The 1975,1596.0,0.0,963.0,89.0,433.0,0.0,111.0,0.0
Jubin utiyal,1590.0,0.0,0.0,0.0,0.0,1560.0,30.0,0.0
Tanishk Bagchi,1590.0,0.0,0.0,0.0,0.0,1560.0,30.0,0.0
Vince Staples,1584.0,0.0,1546.0,0.0,0.0,0.0,0.0,38.0
Eno,1568.0,0.0,0.0,1556.0,12.0,0.0,0.0,0.0
Wes,1568.0,0.0,0.0,0.0,1568.0,0.0,0.0,0.0
Asees Kaur,1560.0,0.0,0.0,0.0,0.0,1560.0,0.0,0.0
Bejo,1548.0,0.0,0.0,0.0,0.0,0.0,1548.0,0.0
Abhir Hathi,1548.0,0.0,0.0,0.0,0.0,0.0,1548.0,0.0
EL IMA,1548.0,0.0,0.0,0.0,0.0,0.0,1548.0,0.0
La Pantera,1548.0,0.0,0.0,0.0,0.0,0.0,1548.0,0.0
Cruz Cafuné,1548.0,0.0,0.0,0.0,0.0,0.0,1548.0,0.0
Juseph,1548.0,0.0,0.0,0.0,0.0,0.0,1548.0,0.0
Swizz Beatz,1540.0,0.0,1540.0,0.0,0.0,0.0,0.0,0.0
Florida Georgia Line,1531.0,186.0,1345.0,0.0,0.0,0.0,0.0,0.0
Big One,1527.9999999800002,0.0,0.0,0.0,0.0,0.0,0.0,1527.9999999800002
Dj Kass,1513.0,0.0,1513.0,0.0,0.0,0.0,0.0,0.0
HA SUNG WOON,1497.0,0.0,0.0,0.0,0.0,0.0,1497.0,0.0
Ke Personajes,1495.9999999800002,0.0,0.0,0.0,0.0,0.0,0.0,1495.9999999800002
FMK,1495.9999999800002,0.0,0.0,0.0,0.0,0.0,0.0,1495.9999999800002
Baby Tate,1492.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.0
UZI,1489.0,0.0,0.0,0.0,0.0,149.0,1340.0,0.0
Black Coffee,1476.0,1476.0,0.0,0.0,0.0,0.0,0.0,0.0
Ella Henderson,1464.0,0.0,0.0,0.0,42.0,0.0,1422.0,0.0
Alvaro Diaz,1453.0,0.0,0.0,0.0,0.0,0.0,1453.0,0.0
DMX,1444.0,0.0,0.0,0.0,0.0,1444.0,0.0,0.0
Pablito Pesadilla,1429.75,0.0,0.0,0.0,0.0,0.0,1429.75,0.0
Fran C,1429.75,0.0,0.0,0.0,0.0,0.0,1429.75,0.0
Nickoog Clk,1429.75,0.0,0.0,0.0,0.0,0.0,1429.75,0.0
MC G15,1429.0,1420.0,0.0,0.0,0.0,0.0,9.0,0.0
Stromae,1428.0,0.0,0.0,0.0,0.0,205.0,1223.0,0.0
Afro Bros,1427.0,0.0,0.0,1427.0,0.0,0.0,0.0,0.0
Like Mike,1427.0,0.0,0.0,1427.0,0.0,0.0,0.0,0.0
Bipolar Sunshine,1424.0,1424.0,0.0,0.0,0.0,0.0,0.0,0.0
FLETCHER,1415.0,0.0,0.0,1415.0,0.0,0.0,0.0,0.0
Guilherme & Benuto,1413.0,0.0,0.0,0.0,11.0,31.0,1188.0,183.0
Banx & Ranx,1406.0,0.0,1406.0,0.0,0.0,0.0,0.0,0.0
Nimo,1403.0,0.0,0.0,1372.0,28.0,3.0,0.0,0.0
Mari Fernandez,1403.0,0.0,0.0,0.0,0.0,186.5,756.5,460.0
MARINA,1397.0,0.0,0.0,0.0,0.0,1397.0,0.0,0.0
Aretha Franklin,1395.0,30.0,1365.0,0.0,0.0,0.0,0.0,0.0
Felix Jaehn,1388.0,959.0,0.0,429.0,0.0,0.0,0.0,0.0
Huncho Jack,1387.0,1150.0,237.0,0.0,0.0,0.0,0.0,0.0
El Chachito,1380.5,0.0,0.0,0.0,0.0,0.0,0.0,1380.5
Montell Fish,1374.0,0.0,0.0,0.0,0.0,0.0,1374.0,0.0
cakal,1369.0,0.0,0.0,0.0,0.0,208.0,1161.0,0.0
aespa,1346.0,0.0,0.0,0.0,0.0,1267.0,54.0,25.0
Gambi,1332.0,0.0,0.0,1213.0,119.0,0.0,0.0,0.0
Donny Hathaway,1332.0,0.0,165.0,237.0,294.0,306.0,330.0,0.0
WIU,1330.0,0.0,0.0,0.0,0.0,0.0,932.0,398.0
Oliver Heldens,1324.0,0.0,0.0,687.0,637.0,0.0,0.0,0.0
Jennifer Lopez,1309.0,1266.0,16.0,0.0,27.0,0.0,0.0,0.0
Earth,1291.0,82.0,336.0,164.0,221.0,294.0,194.0,0.0
Wind & Fire,1291.0,82.0,336.0,164.0,221.0,294.0,194.0,0.0
Alessandra,1290.0,0.0,0.0,0.0,0.0,0.0,0.0,1290.0
Ray Parker Jr.,1290.0,149.0,194.0,154.0,245.0,285.0,263.0,0.0
The Cranberries,1287.0,0.0,1243.0,12.0,32.0,0.0,0.0,0.0
AC/DC,1283.0,105.0,242.0,180.0,407.0,271.0,78.0,0.0
London On Da Track,1281.0,0.0,0.0,0.0,1281.0,0.0,0.0,0.0
Xand Avião,1278.5,0.0,0.0,0.0,80.0,310.0,840.5,48.0
Dakota,1275.0,1275.0,0.0,0.0,0.0,0.0,0.0,0.0
Slade,1273.0,182.0,166.0,173.0,207.0,334.0,211.0,0.0
Rick Ross,1267.0,0.0,39.0,1169.0,0.0,0.0,59.0,0.0
MYA,1265.0,0.0,0.0,0.0,0.0,1265.0,0.0,0.0
Judy Garland,1262.0,245.0,240.0,156.0,231.0,228.0,162.0,0.0
Bosh,1257.0,0.0,0.0,0.0,1257.0,0.0,0.0,0.0
Belinda,1255.0,6.0,1249.0,0.0,0.0,0.0,0.0,0.0
Snova,1255.0,6.0,1249.0,0.0,0.0,0.0,0.0,0.0
B-Case,1255.0,6.0,1249.0,0.0,0.0,0.0,0.0,0.0
Alexander 23,1246.0,0.0,0.0,0.0,1246.0,0.0,0.0,0.0
Sophia Somajo,1245.0,0.0,1245.0,0.0,0.0,0.0,0.0,0.0
Mabel Matiz,1238.0,0.0,0.0,0.0,0.0,0.0,1089.0,149.0
Mert Demir,1238.0,0.0,0.0,0.0,0.0,0.0,1089.0,149.0
Chelsea Cutler,1236.0,0.0,0.0,1236.0,0.0,0.0,0.0,0.0
Valerie Broussard,1234.0,0.0,0.0,1133.0,101.0,0.0,0.0,0.0
Ferrugem,1212.0,0.0,655.0,557.0,0.0,0.0,0.0,0.0
Felipe Araújo,1212.0,0.0,655.0,557.0,0.0,0.0,0.0,0.0
Matthew Wilder,1202.0,0.0,0.0,0.0,1202.0,0.0,0.0,0.0
MiC LOWRY,1201.0,1201.0,0.0,0.0,0.0,0.0,0.0,0.0
Beéle,1200.666666667,0.0,0.0,0.0,0.0,953.0,101.0,146.666666667
Walker Hayes,1191.0,0.0,0.0,0.0,0.0,1191.0,0.0,0.0
Lennon Stella,1189.0,0.0,267.0,190.0,732.0,0.0,0.0,0.0
Dj Gabriel do Borel,1180.0,0.0,0.0,0.0,0.0,0.0,1180.0,0.0
KC Rebell,1180.0,0.0,0.0,769.0,411.0,0.0,0.0,0.0
Mc Frog,1180.0,0.0,0.0,0.0,0.0,0.0,1180.0,0.0
Davi Kneip,1180.0,0.0,0.0,0.0,0.0,0.0,1180.0,0.0
Alico,1179.0,0.0,0.0,0.0,527.0,652.0,0.0,0.0
Carpenters,1177.0,305.0,264.0,87.0,303.0,128.0,90.0,0.0
Young M.A,1171.0,1171.0,0.0,0.0,0.0,0.0,0.0,0.0
sped up 8282,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,1170.0
Simone Mendes,1157.0,0.0,0.0,0.0,0.0,0.0,0.0,1157.0
Gaullin,1157.0,0.0,0.0,1157.0,0.0,0.0,0.0,0.0
Dj Olliver,1148.0,0.0,0.0,0.0,0.0,1124.0,24.0,0.0
DJ Patrick Muniz,1148.0,0.0,0.0,0.0,0.0,1124.0,24.0,0.0
Mc Topre,1148.0,0.0,0.0,0.0,0.0,1124.0,24.0,0.0
Wizzard,1144.0,175.0,14.0,26.0,211.0,393.0,325.0,0.0
MC Kevinho,1141.0,164.0,514.0,463.0,0.0,0.0,0.0,0.0
Montez,1138.0,0.0,0.0,0.0,0.0,1138.0,0.0,0.0
Fall Out Boy,1126.0,1080.0,46.0,0.0,0.0,0.0,0.0,0.0
WOS,1114.0,0.0,0.0,1114.0,0.0,0.0,0.0,0.0
K/DA,1113.0,0.0,440.0,0.0,673.0,0.0,0.0,0.0
LIT Killah,1109.0,0.0,0.0,0.0,0.0,1109.0,0.0,0.0
Ant Clemons,1090.0,0.0,0.0,1090.0,0.0,0.0,0.0,0.0
Gabriel Diniz,1079.0,0.0,0.0,1079.0,0.0,0.0,0.0,0.0
Zayion McCall,1078.0,1078.0,0.0,0.0,0.0,0.0,0.0,0.0
Zay Hilfigerrr,1078.0,1078.0,0.0,0.0,0.0,0.0,0.0,0.0
Reynmen,1077.0,0.0,0.0,1010.0,67.0,0.0,0.0,0.0
Nause,1063.0,1063.0,0.0,0.0,0.0,0.0,0.0,0.0
The Game,1052.0,0.0,0.0,22.0,80.0,0.0,950.0,0.0
Dj GBR,1041.0,0.0,0.0,0.0,0.0,1041.0,0.0,0.0
DJ Robin,1035.0,0.0,0.0,0.0,0.0,0.0,1035.0,0.0
Schürze,1035.0,0.0,0.0,0.0,0.0,0.0,1035.0,0.0
VIZE,1033.0,0.0,0.0,0.0,1033.0,0.0,0.0,0.0
Miksu / Macloud,1028.0,0.0,0.0,0.0,660.0,3.0,365.0,0.0
Gzuz,1022.0,102.0,455.0,14.0,396.0,17.0,38.0,0.0
MC Rogerinho,1011.0,0.0,0.0,0.0,25.0,0.0,986.0,0.0
Paulo Pires,1003.000000004,0.0,0.0,0.0,0.0,687.000000004,316.0,0.0
Foo Fighters,969.0,456.0,0.0,0.0,0.0,68.0,445.0,0.0
Alex Aiono,959.0,959.0,0.0,0.0,0.0,0.0,0.0,0.0
Hight,959.0,959.0,0.0,0.0,0.0,0.0,0.0,0.0
Mc Anjim,951.0,0.0,0.0,0.0,0.0,951.0,0.0,0.0
Dj Lv Mdp,951.0,0.0,0.0,0.0,0.0,951.0,0.0,0.0
DJ PH DA SERRA,951.0,0.0,0.0,0.0,0.0,951.0,0.0,0.0
Hallie Coggins,933.0,0.0,0.0,0.0,0.0,0.0,933.0,0.0
Rosa Walton,933.0,0.0,0.0,0.0,0.0,0.0,933.0,0.0
Tropkillaz,931.0,0.0,0.0,931.0,0.0,0.0,0.0,0.0
Youjeen,926.0,0.0,0.0,0.0,0.0,0.0,926.0,0.0
Milky Chance,923.0,923.0,0.0,0.0,0.0,0.0,0.0,0.0
ElGrandeToto,922.0,0.0,0.0,0.0,0.0,922.0,0.0,0.0
Kirsty MacColl,917.0,0.0,0.0,0.0,0.0,401.0,516.0,0.0
Ezhel,911.0,0.0,0.0,192.0,42.0,0.0,677.0,0.0
Dido,899.0,0.0,0.0,0.0,0.0,0.0,899.0,0.0
Mr.Rain,893.0,0.0,0.0,0.0,0.0,0.0,0.0,893.0
Jaira Burns,890.0,0.0,440.0,0.0,450.0,0.0,0.0,0.0
Kevin Kaarl,890.0,0.0,0.0,0.0,0.0,0.0,890.0,0.0
Yebba,890.0,340.0,0.0,0.0,0.0,550.0,0.0,0.0
Matheus & Kauan,886.5,0.0,780.0,0.0,0.0,1.0,46.0,59.5
Monsieur Periné,886.0,0.0,0.0,0.0,0.0,886.0,0.0,0.0
Vicente Garcia,886.0,0.0,0.0,0.0,0.0,886.0,0.0,0.0
Mura Masa,885.0,885.0,0.0,0.0,0.0,0.0,0.0,0.0
RIN,880.0,0.0,0.0,740.0,112.0,28.0,0.0,0.0
TOOL,878.0,0.0,0.0,878.0,0.0,0.0,0.0,0.0
Snow Tha Product,872.0,0.0,0.0,0.0,0.0,872.0,0.0,0.0
Cali Y El Dandee,863.0,638.0,0.0,0.0,225.0,0.0,0.0,0.0
Dj Chris No Beat,859.0,0.0,0.0,0.0,0.0,0.0,859.0,0.0
Melody,859.0,0.0,0.0,0.0,0.0,0.0,859.0,0.0
Sidhu Moose Wala,854.0,0.0,0.0,0.0,0.0,0.0,854.0,0.0
Static Major,844.0,0.0,844.0,0.0,0.0,0.0,0.0,0.0
The Script,840.0,840.0,0.0,0.0,0.0,0.0,0.0,0.0
The Night Game,838.0,838.0,0.0,0.0,0.0,0.0,0.0,0.0
Vargas & Lagola,825.0,0.0,0.0,825.0,0.0,0.0,0.0,0.0
Agnes,825.0,0.0,0.0,825.0,0.0,0.0,0.0,0.0
SCH,825.0,0.0,56.0,0.0,559.0,210.0,0.0,0.0
George Michael,813.0,0.0,0.0,0.0,0.0,813.0,0.0,0.0
Radiohead,812.0,0.0,0.0,0.0,0.0,0.0,0.0,812.0
Henri René and His Orchestra,810.0,0.0,0.0,0.0,0.0,276.0,534.0,0.0
Victor Cibrian,807.0,0.0,0.0,0.0,0.0,0.0,807.0,0.0
Irama,801.0,0.0,0.0,125.0,50.0,31.0,595.0,0.0
Aitch,796.0,0.0,0.0,0.0,0.0,0.0,796.0,0.0
Alicia Keys,794.0,0.0,0.0,25.0,95.0,0.0,674.0,0.0
ChocQuibTown,793.0,0.0,0.0,793.0,0.0,0.0,0.0,0.0
Russ,789.0,10.0,213.0,54.0,78.0,0.0,434.0,0.0
Marco Mengoni,777.0,0.0,0.0,0.0,0.0,0.0,0.0,777.0
BIGBANG,777.0,0.0,0.0,0.0,0.0,0.0,777.0,0.0
Red Hot Chili Peppers,776.0,8.0,0.0,0.0,0.0,0.0,768.0,0.0
Octavian,775.0,0.0,0.0,0.0,775.0,0.0,0.0,0.0
Skepta,775.0,0.0,0.0,0.0,775.0,0.0,0.0,0.0
JS o Mão de Ouro,772.0,0.0,0.0,122.0,650.0,0.0,0.0,0.0
Joker Bra,767.0,0.0,0.0,0.0,767.0,0.0,0.0,0.0
TWISTED,765.0,0.0,0.0,0.0,0.0,0.0,256.0,509.0
Siouxxie,762.0,0.0,0.0,0.0,0.0,762.0,0.0,0.0
Natalie Taylor,754.0,0.0,0.0,0.0,754.0,0.0,0.0,0.0
Bushido,750.0,0.0,581.0,169.0,0.0,0.0,0.0,0.0
Ryan Gosling,749.0,749.0,0.0,0.0,0.0,0.0,0.0,0.0
Christi Aguilera,739.0,0.0,485.0,254.0,0.0,0.0,0.0,0.0
Pablo Chill-E,736.0,0.0,0.0,0.0,736.0,0.0,0.0,0.0
PnB Rock,736.0,240.0,34.0,320.0,0.0,0.0,142.0,0.0
Sara Kays,731.0,0.0,0.0,0.0,0.0,731.0,0.0,0.0
Vitor Ferndes,728.0,0.0,0.0,0.0,0.0,728.0,0.0,0.0
G Herbo,726.0,0.0,0.0,0.0,680.0,0.0,46.0,0.0
The Citizens of Halloween,726.0,49.0,84.0,125.0,128.0,0.0,340.0,0.0
Louis Prima,718.0,0.0,718.0,0.0,0.0,0.0,0.0,0.0
Sasha Sloan,714.0,0.0,0.0,0.0,714.0,0.0,0.0,0.0
Kid Ink,714.0,714.0,0.0,0.0,0.0,0.0,0.0,0.0
Juicy J,713.5,70.0,106.0,12.0,0.0,0.0,525.5,0.0
Tom Petty,712.0,712.0,0.0,0.0,0.0,0.0,0.0,0.0
Emma Stone,704.0,704.0,0.0,0.0,0.0,0.0,0.0,0.0
Kep1er,702.0,0.0,0.0,0.0,0.0,0.0,702.0,0.0
La Adictiva,698.0,0.0,0.0,0.0,0.0,0.0,668.0,30.0
Fernando & Sorocaba,697.0,0.0,0.0,0.0,0.0,697.0,0.0,0.0
Fivio Foreign,694.0,0.0,0.0,0.0,0.0,0.0,694.0,0.0
CORPSE,688.0,0.0,0.0,0.0,409.0,255.0,24.0,0.0
MC Mari,684.0,0.0,0.0,0.0,0.0,0.0,684.0,0.0
Fedez,684.0,0.0,109.0,20.0,0.0,555.0,0.0,0.0
Rockwell,684.0,63.0,0.0,67.0,89.0,331.0,134.0,0.0
Shaggy,682.0,658.0,24.0,0.0,0.0,0.0,0.0,0.0
Lit Killah,681.0,0.0,0.0,0.0,0.0,681.0,0.0,0.0
Pretenders,679.0,158.0,40.0,28.0,230.0,161.0,62.0,0.0
Go_A,678.0,0.0,0.0,0.0,0.0,678.0,0.0,0.0
Madame,674.0,0.0,0.0,0.0,0.0,316.0,0.0,358.0
Barbara Pravi,668.0,0.0,0.0,0.0,0.0,668.0,0.0,0.0
Dopamine,667.75,0.0,0.0,0.0,0.0,129.75,538.0,0.0
Mufasa & Hypeman,667.75,0.0,0.0,0.0,0.0,129.75,538.0,0.0
Flume,664.0,652.0,0.0,12.0,0.0,0.0,0.0,0.0
Omar Montes,659.0,0.0,0.0,659.0,0.0,0.0,0.0,0.0
James Hersey,658.0,658.0,0.0,0.0,0.0,0.0,0.0,0.0
MC Zaquin,655.0,0.0,0.0,0.0,0.0,655.0,0.0,0.0
MC Rick,655.0,0.0,0.0,0.0,0.0,655.0,0.0,0.0
Nas,653.0,0.0,653.0,0.0,0.0,0.0,0.0,0.0
